date,ticker,open,high,low,close,volume
,,SPY,SPY,SPY,SPY,SPY
2018-01-02,SPY,267.8399963378906,268.80999755859375,267.3999938964844,237.9091339111328,86655700
2018-01-03,SPY,268.9599914550781,270.6400146484375,268.9599914550781,239.41395568847656,90070400
2018-01-04,SPY,271.20001220703125,272.1600036621094,270.5400085449219,240.4230499267578,80636400
2018-01-05,SPY,272.510009765625,273.55999755859375,271.95001220703125,242.02517700195312,83524000
2018-01-08,SPY,273.30999755859375,274.1000061035156,272.9800109863281,242.46780395507812,57319200
2018-01-09,SPY,274.3999938964844,275.25,274.0799865722656,243.01663208007812,57254000
2018-01-10,SPY,273.67999267578125,274.4200134277344,272.9200134277344,242.64480590820312,69574300
2018-01-11,SPY,274.75,276.1199951171875,274.55999755859375,244.41517639160156,62361500
2018-01-12,SPY,276.4200134277344,278.1099853515625,276.0799865722656,246.00851440429688,90816100
2018-01-16,SPY,279.3500061035156,280.0899963378906,276.17999267578125,245.16758728027344,106555100
2018-01-17,SPY,278.0299987792969,280.04998779296875,276.9700012207031,247.50448608398438,113258800
2018-01-18,SPY,279.4800109863281,279.9599914550781,278.5799865722656,247.08848571777344,100728000
2018-01-19,SPY,279.79998779296875,280.4100036621094,279.1400146484375,248.21253967285156,140920100
2018-01-22,SPY,280.1700134277344,282.69000244140625,280.1099853515625,250.23080444335938,91322400
2018-01-23,SPY,282.739990234375,283.6199951171875,282.3699951171875,250.76194763183594,97084700
2018-01-24,SPY,284.0199890136719,284.70001220703125,281.8399963378906,250.66456604003906,134816100
2018-01-25,SPY,284.1600036621094,284.2699890136719,282.3999938964844,250.77076721191406,84587300
2018-01-26,SPY,284.25,286.6300048828125,283.9599914550781,253.67413330078125,107743100
2018-01-29,SPY,285.92999267578125,286.42999267578125,284.5,251.99237060546875,90118300
2018-01-30,SPY,282.6000061035156,284.739990234375,281.2200012207031,249.4076385498047,131796400
2018-01-31,SPY,282.7300109863281,283.29998779296875,280.67999267578125,249.53150939941406,108364800
2018-02-01,SPY,281.07000732421875,283.05999755859375,280.67999267578125,249.2482147216797,90102500
2018-02-02,SPY,280.0799865722656,280.2300109863281,275.4100036621094,243.8221435546875,173174800
2018-02-05,SPY,273.45001220703125,275.8500061035156,263.30999755859375,233.6249237060547,294681800
2018-02-06,SPY,259.94000244140625,269.70001220703125,258.70001220703125,238.22779846191406,355026800
2018-02-07,SPY,268.5,272.3599853515625,267.5799865722656,236.935546875,167376100
2018-02-08,SPY,268.010009765625,268.1700134277344,257.5899963378906,228.04827880859375,246449500
2018-02-09,SPY,260.79998779296875,263.6099853515625,252.9199981689453,231.47389221191406,283565300
2018-02-12,SPY,263.8299865722656,267.010009765625,261.6600036621094,234.8730010986328,143736000
2018-02-13,SPY,263.9700012207031,266.6199951171875,263.30999755859375,235.45726013183594,81223600
2018-02-14,SPY,264.30999755859375,270.0,264.29998779296875,238.63502502441406,120735700
2018-02-15,SPY,271.57000732421875,273.0400085449219,268.7699890136719,241.6800537109375,111200300
2018-02-16,SPY,272.32000732421875,275.32000732421875,272.2699890136719,241.75079345703125,160420100
2018-02-20,SPY,272.0299987792969,273.6700134277344,270.5,240.23712158203125,86369700
2018-02-21,SPY,271.8999938964844,274.7200012207031,269.94000244140625,239.04222106933594,98883700
2018-02-22,SPY,271.1000061035156,273.04998779296875,269.6400146484375,239.35198974609375,110511300
2018-02-23,SPY,271.7900085449219,274.7099914550781,271.25,243.1671142578125,92766400
2018-02-26,SPY,275.92999267578125,278.010009765625,275.260009765625,245.9908447265625,86491400
2018-02-27,SPY,278.1099853515625,278.9200134277344,274.3599853515625,242.9192657470703,99099200
2018-02-28,SPY,275.67999267578125,276.19000244140625,271.2900085449219,240.45848083496094,121907800
2018-03-01,SPY,271.4100036621094,273.1700134277344,266.0,236.96205139160156,176855100
2018-03-02,SPY,265.79998779296875,269.7200012207031,264.82000732421875,238.18359375,139083200
2018-03-05,SPY,267.7300109863281,272.8900146484375,267.6099853515625,240.93641662597656,97307400
2018-03-06,SPY,273.29998779296875,273.3900146484375,271.17999267578125,241.54725646972656,79213200
2018-03-07,SPY,270.4200134277344,273.17999267578125,270.20001220703125,241.4586944580078,87063500
2018-03-08,SPY,273.54998779296875,274.239990234375,272.4200134277344,242.62718200683594,66901200
2018-03-09,SPY,275.70001220703125,278.8699951171875,275.3399963378906,246.84939575195312,113625300
2018-03-12,SPY,279.20001220703125,279.9100036621094,278.0799865722656,246.5396270751953,71924800
2018-03-13,SPY,279.8399963378906,280.4100036621094,276.0299987792969,244.9463348388672,91968900
2018-03-14,SPY,277.80999755859375,278.0199890136719,274.6700134277344,243.6893310546875,105895100
2018-03-15,SPY,275.8800048828125,276.6099853515625,274.42999267578125,243.4237823486328,83433000
2018-03-16,SPY,274.5,275.3900146484375,274.1400146484375,243.6877899169922,100343700
2018-03-19,SPY,273.3500061035156,274.3999938964844,268.6199951171875,240.39056396484375,109208400
2018-03-20,SPY,270.94000244140625,271.6700134277344,270.17999267578125,240.79945373535156,59757300
2018-03-21,SPY,270.8999938964844,273.2699890136719,270.19000244140625,240.33729553222656,78709600
2018-03-22,SPY,267.9100036621094,268.8699951171875,263.3599853515625,234.32952880859375,148785900
2018-03-23,SPY,264.1700134277344,264.5400085449219,257.8299865722656,229.33489990234375,183534800
2018-03-26,SPY,262.1300048828125,265.42999267578125,259.4100036621094,235.60923767089844,141956100
2018-03-27,SPY,266.1700134277344,266.7699890136719,258.8399963378906,231.6011199951172,129941400
2018-03-28,SPY,260.75,262.6400146484375,258.5799865722656,230.91677856445312,146452300
2018-03-29,SPY,261.1199951171875,265.260009765625,259.8399963378906,233.86737060546875,111601600
2018-04-02,SPY,262.54998779296875,263.1300048828125,254.6699981689453,228.81944274902344,186286300
2018-04-03,SPY,258.8699951171875,261.30999755859375,256.8399963378906,231.75218200683594,119956900
2018-04-04,SPY,256.75,264.3599853515625,256.6000061035156,234.2317352294922,123715300
2018-04-05,SPY,265.54998779296875,266.6400146484375,264.32000732421875,236.08030700683594,82652600
2018-04-06,SPY,263.4200134277344,265.1099853515625,258.0,230.81906127929688,179521200
2018-04-09,SPY,261.3699951171875,264.8399963378906,259.94000244140625,231.95664978027344,105442900
2018-04-10,SPY,264.2699890136719,266.0400085449219,262.9800109863281,235.644775390625,103529000
2018-04-11,SPY,263.4700012207031,265.6400146484375,263.3900146484375,234.4095458984375,91140200
2018-04-12,SPY,265.260009765625,267.0,265.05999755859375,236.33802795410156,68890500
2018-04-13,SPY,267.4100036621094,267.5400085449219,264.010009765625,235.644775390625,85079200
2018-04-16,SPY,267.0,268.20001220703125,266.07000732421875,237.5822296142578,63405300
2018-04-17,SPY,269.3299865722656,270.8699951171875,268.75,240.1240234375,64682000
2018-04-18,SPY,270.69000244140625,271.29998779296875,269.8699951171875,240.30178833007812,57303900
2018-04-19,SPY,269.6499938964844,269.8800048828125,267.7200012207031,238.96865844726562,77655900
2018-04-20,SPY,268.80999755859375,269.05999755859375,265.6099853515625,236.94232177734375,99953100
2018-04-23,SPY,267.260009765625,267.8900146484375,265.3500061035156,236.90682983398438,65558000
2018-04-24,SPY,267.7300109863281,267.9800109863281,261.2799987792969,233.71629333496094,112885500
2018-04-25,SPY,262.9100036621094,264.1300048828125,260.8500061035156,234.29400634765625,103840900
2018-04-26,SPY,264.7900085449219,267.25,264.2900085449219,236.67575073242188,67731900
2018-04-27,SPY,267.0,267.3399963378906,265.5,236.8978729248047,57053600
2018-04-30,SPY,267.260009765625,267.8900146484375,264.42999267578125,235.0760498046875,82182300
2018-05-01,SPY,263.8699951171875,265.1000061035156,262.1099853515625,235.4937286376953,74203400
2018-05-02,SPY,264.760009765625,265.67999267578125,262.760009765625,233.9118194580078,86368900
2018-05-03,SPY,262.260009765625,263.3599853515625,259.04998779296875,233.39637756347656,136311500
2018-05-04,SPY,261.5199890136719,266.7900085449219,261.1499938964844,236.4180450439453,91222100
2018-05-07,SPY,266.8900146484375,268.0199890136719,266.1099853515625,237.2178497314453,55304900
2018-05-08,SPY,266.5,267.3299865722656,265.1499938964844,237.2178497314453,67499200
2018-05-09,SPY,267.67999267578125,269.8699951171875,267.0899963378906,239.5107421875,59666100
2018-05-10,SPY,270.3399963378906,272.3900146484375,270.2200012207031,241.75038146972656,72063900
2018-05-11,SPY,272.1600036621094,273.1499938964844,271.5799865722656,242.48797607421875,59871500
2018-05-14,SPY,273.3399963378906,274.0799865722656,272.3599853515625,242.603515625,54790600
2018-05-15,SPY,271.5899963378906,271.6099853515625,270.0299987792969,240.9327850341797,87036100
