date,ticker,open,high,low,close,volume
,,IBM,IBM,IBM,IBM,IBM
2018-01-02,IBM,147.70555114746094,148.0019073486328,146.7877655029297,104.00244140625,4395815
2018-01-03,IBM,150.420654296875,152.7820281982422,149.45506286621094,106.86125183105469,9875914
2018-01-04,IBM,152.62905883789062,155.181640625,152.3613739013672,109.02557373046875,7903785
2018-01-05,IBM,155.29637145996094,155.73614501953125,154.01528930664062,109.55821990966797,5434807
2018-01-08,IBM,155.50669860839844,156.70172119140625,154.5889129638672,110.21897888183594,5478425
2018-01-09,IBM,156.69215393066406,157.29444885253906,155.88909912109375,110.46171569824219,4541523
2018-01-10,IBM,155.74569702148438,157.10325622558594,155.35372924804688,110.69770050048828,4366109
2018-01-11,IBM,157.55258178710938,157.68641662597656,156.11854553222656,110.71118927001953,3969047
2018-01-12,IBM,156.806884765625,157.49522399902344,155.8604278564453,109.99645233154297,5263367
2018-01-16,IBM,157.83938598632812,158.02102661132812,156.16635131835938,110.47518920898438,8152733
2018-01-17,IBM,160.6214141845703,161.69215393066406,159.90440368652344,113.7115707397461,12248660
2018-01-18,IBM,162.52389526367188,163.6042022705078,160.75526428222656,114.02848052978516,14915228
2018-01-19,IBM,157.2275390625,158.12619018554688,154.2064971923828,109.4773178100586,22146435
2018-01-22,IBM,154.4072723388672,156.76864624023438,154.0248565673828,109.63237762451172,8870917
2018-01-23,IBM,155.65965270996094,158.94837951660156,155.36329650878906,112.09336853027344,7809645
2018-01-24,IBM,159.4168243408203,161.30018615722656,157.5717010498047,111.50004577636719,5904670
2018-01-25,IBM,158.61376953125,159.4455108642578,157.92543029785156,111.56746673583984,3454415
2018-01-26,IBM,158.8145294189453,160.0478057861328,158.49903869628906,112.82832336425781,3962143
2018-01-29,IBM,160.08604431152344,160.98471069335938,158.70936584472656,112.46422576904297,3678782
2018-01-30,IBM,158.90057373046875,159.43594360351562,155.98471069335938,110.32009887695312,5127806
2018-01-31,IBM,156.5487518310547,157.73422241210938,155.602294921875,110.37406158447266,4260149
2018-02-01,IBM,156.0133819580078,156.91204833984375,154.78012084960938,109.49754333496094,4638173
2018-02-02,IBM,154.5889129638672,154.87571716308594,151.88336181640625,107.22532653808594,5493487
2018-02-05,IBM,150.9464569091797,151.52963256835938,143.4034423828125,102.84272766113281,9148944
2018-02-06,IBM,143.68069458007812,148.65200805664062,142.55258178710938,104.73735046386719,10321614
2018-02-07,IBM,147.3900604248047,148.50860595703125,146.53919982910156,103.73272705078125,6432063
2018-02-08,IBM,145.77438354492188,146.42446899414062,141.0133819580078,100.49174499511719,7090939
2018-02-09,IBM,142.06500244140625,143.91969299316406,138.04971313476562,101.79904174804688,8188402
2018-02-12,IBM,144.26385498046875,145.69789123535156,143.69024658203125,103.08589172363281,6151944
2018-02-13,IBM,144.26385498046875,144.53155517578125,143.0592803955078,102.64331817626953,5115986
2018-02-14,IBM,143.5850830078125,148.18356323242188,143.4034423828125,105.37367248535156,5731034
2018-02-15,IBM,148.6615753173828,149.96176147460938,146.9407196044922,106.22477722167969,5882286
2018-02-16,IBM,148.86233520507812,150.85086059570312,148.8432159423828,106.34053802490234,4479913
2018-02-20,IBM,148.93881225585938,149.10133361816406,147.10325622558594,105.64600372314453,4696122
2018-02-21,IBM,148.5946502685547,149.89483642578125,147.13192749023438,104.82897186279297,3900116
2018-02-22,IBM,147.70555114746094,148.2218017578125,146.07073974609375,104.2978515625,4209732
2018-02-23,IBM,147.51434326171875,148.9961700439453,147.29444885253906,105.89115905761719,3405881
2018-02-26,IBM,148.9579315185547,151.89292907714844,148.67112731933594,107.97462463378906,3776374
2018-02-27,IBM,151.49139404296875,152.7533416748047,149.64627075195312,106.59243774414062,4432216
2018-02-28,IBM,150.5736083984375,151.1854705810547,148.94837951660156,106.10220336914062,3978461
2018-03-01,IBM,148.69024658203125,150.06692504882812,146.07073974609375,104.7268295288086,4225108
2018-03-02,IBM,146.07073974609375,147.95411682128906,145.2007598876953,105.18981170654297,3411111
2018-03-05,IBM,147.34225463867188,150.56405639648438,146.988525390625,106.86480712890625,3839448
2018-03-06,IBM,150.36329650878906,150.9464569091797,148.33651733398438,106.02729034423828,3855242
2018-03-07,IBM,148.18356323242188,151.84512329101562,147.92543029785156,107.79763793945312,4819654
2018-03-08,IBM,152.0076446533203,152.55258178710938,148.25047302246094,106.3609619140625,6752558
2018-03-09,IBM,150.54493713378906,152.5621337890625,150.38241577148438,108.4716796875,5253221
2018-03-12,IBM,152.6195068359375,153.93881225585938,151.88336181640625,109.11852264404297,5296421
2018-03-13,IBM,153.04971313476562,154.9808807373047,151.8260040283203,108.47852325439453,4378138
2018-03-14,IBM,153.12619018554688,153.61376953125,150.8030548095703,107.66143035888672,3798863
2018-03-15,IBM,151.73040771484375,154.15870666503906,151.5487518310547,108.67595672607422,4048648
2018-03-16,IBM,153.02102661132812,154.85659790039062,152.6195068359375,109.11852264404297,9688784
2018-03-19,IBM,152.68641662597656,152.85850524902344,149.56979370117188,107.13713836669922,5734172
2018-03-20,IBM,150.5927276611328,150.98471069335938,148.46080017089844,106.35411071777344,4536188
2018-03-21,IBM,149.68450927734375,151.24282836914062,149.06309509277344,106.68778228759766,3642381
2018-03-22,IBM,148.18356323242188,148.4225616455078,145.31549072265625,103.55570220947266,4964630
2018-03-23,IBM,145.5544891357422,145.86997985839844,142.0076446533203,101.37686920166016,4645181
2018-03-26,IBM,144.5602264404297,146.90248107910156,143.67112731933594,104.42726135253906,4292679
2018-03-27,IBM,147.1797332763672,148.0592803955078,144.51242065429688,103.43314361572266,4062350
2018-03-28,IBM,145.38241577148438,147.09368896484375,145.2103271484375,103.84848022460938,3833381
2018-03-29,IBM,146.3384246826172,147.12237548828125,144.43594360351562,104.46810150146484,3577320
2018-04-02,IBM,146.5965576171875,146.63479614257812,141.90248107910156,102.1803207397461,5387318
2018-04-03,IBM,144.1682586669922,144.35946655273438,141.7781982421875,102.030517578125,4325942
2018-04-04,IBM,141.38623046875,147.67686462402344,140.965576171875,104.93791198730469,5026344
2018-04-05,IBM,147.64817810058594,148.10707092285156,146.5965576171875,104.8766098022461,3331928
2018-04-06,IBM,146.71128845214844,147.1797332763672,142.9636688232422,102.520751953125,3841853
2018-04-09,IBM,145.12428283691406,147.85850524902344,145.06692504882812,103.96424865722656,4616207
2018-04-10,IBM,148.2122344970703,149.71319580078125,147.94454956054688,105.8026351928711,3981494
2018-04-11,IBM,147.58126831054688,148.92926025390625,147.11280822753906,105.7822036743164,3458599
2018-04-12,IBM,149.85659790039062,151.988525390625,149.78012084960938,107.62738037109375,5898812
2018-04-13,IBM,151.69215393066406,152.2179718017578,149.0535430908203,106.70140075683594,4243727
2018-04-16,IBM,151.0420684814453,152.14149475097656,150.73614501953125,107.50481414794922,4379393
2018-04-17,IBM,151.8355712890625,154.87571716308594,151.53919982910156,109.5611343383789,10677045
2018-04-18,IBM,145.44932556152344,145.91778564453125,141.73995971679688,101.3088150024414,21319258
2018-04-19,IBM,142.62905883789062,142.64817810058594,140.17208862304688,100.56661987304688,8458061
2018-04-20,IBM,141.3957977294922,141.46270751953125,138.15487670898438,98.66016387939453,8645818
2018-04-23,IBM,138.65200805664062,139.54110717773438,137.9827880859375,99.31380462646484,5560118
2018-04-24,IBM,140.06692504882812,140.82217407226562,138.1739959716797,99.10954284667969,5142659
2018-04-25,IBM,139.3785858154297,139.96176147460938,137.7724609375,99.36824798583984,7663414
2018-04-26,IBM,140.15296936035156,140.87954711914062,139.7705535888672,99.89933013916016,4462027
2018-04-27,IBM,140.38241577148438,140.77438354492188,139.25430297851562,99.73592376708984,3352953
2018-04-30,IBM,140.4015350341797,140.89866638183594,138.5850830078125,98.70098876953125,4618613
2018-05-01,IBM,138.28871154785156,138.64244079589844,137.16061401367188,98.72820281982422,4637336
2018-05-02,IBM,138.10707092285156,138.4512481689453,135.82217407226562,96.99198150634766,5433865
2018-05-03,IBM,135.87954711914062,135.9751434326172,133.7476043701172,96.67877197265625,5249456
2018-05-04,IBM,134.89483642578125,138.0019073486328,134.11090087890625,97.98609161376953,4604701
2018-05-07,IBM,137.66729736328125,137.97323608398438,136.3671112060547,97.5162353515625,3825222
2018-05-08,IBM,136.71128845214844,137.1988525390625,135.8126220703125,97.366455078125,5616079
2018-05-09,IBM,135.65965270996094,136.73040771484375,135.06692504882812,98.17884063720703,4389016
2018-05-10,IBM,136.8546905517578,137.9827880859375,136.72084045410156,99.30097198486328,3898024
2018-05-11,IBM,137.7724609375,138.47991943359375,137.26577758789062,99.232177734375,3214567
2018-05-14,IBM,138.11663818359375,138.73805236816406,137.8011474609375,99.34227752685547,3364041
2018-05-15,IBM,137.18930053710938,137.65774536132812,136.63479614257812,98.9567642211914,4277512
2018-05-16,IBM,137.3804931640625,138.65200805664062,136.9694061279297,99.5694808959961,3314460
2018-05-17,IBM,138.1453094482422,138.8049774169922,137.44741821289062,99.47998046875,3292494
2018-05-18,IBM,138.11663818359375,138.5659637451172,137.65774536132812,99.19084930419922,2805581
2018-05-21,IBM,138.57553100585938,139.61758422851562,138.31739807128906,100.16154479980469,3027856
2018-05-22,IBM,139.12045288085938,139.7705535888672,138.62332153320312,99.88615417480469,2389064
2018-05-23,IBM,138.0019073486328,138.33651733398438,137.170166015625,99.59703826904297,3618846
2018-05-24,IBM,138.04014587402344,138.12619018554688,136.66348266601562,99.1839370727539,3555040
2018-05-25,IBM,137.5717010498047,138.2122344970703,137.1510467529297,98.88790130615234,5140358
