ticker,date,sent_score,news_count,p_pos,p_neu,p_neg,sent_score_sma_3,sent_score_ema_3,sent_score_dist_sma_3,sent_score_dist_ema_3,sent_score_sma_5,sent_score_ema_5,sent_score_dist_sma_5,sent_score_dist_ema_5,sent_score_sma_10,sent_score_ema_10,sent_score_dist_sma_10,sent_score_dist_ema_10,sent_score_mom_3,sent_score_roc_3,sent_score_mom_5,sent_score_roc_5,sent_score_mom_10,sent_score_roc_10,sent_score_std_10,sent_score_cv_10,sent_score_max_5,sent_score_min_5,sent_score_position_5,sent_score_max_10,sent_score_min_10,sent_score_position_10,sent_score_trend_5,sent_score_trend_10,sent_score_cumsum,sent_score_ewm_cumsum,p_pos_sma_3,p_pos_ema_3,p_pos_dist_sma_3,p_pos_dist_ema_3,p_pos_sma_5,p_pos_ema_5,p_pos_dist_sma_5,p_pos_dist_ema_5,p_pos_sma_10,p_pos_ema_10,p_pos_dist_sma_10,p_pos_dist_ema_10,p_pos_mom_3,p_pos_roc_3,p_pos_mom_5,p_pos_roc_5,p_pos_mom_10,p_pos_roc_10,p_pos_std_10,p_pos_cv_10,p_pos_max_5,p_pos_min_5,p_pos_position_5,p_pos_max_10,p_pos_min_10,p_pos_position_10,p_pos_trend_5,p_pos_trend_10,p_pos_cumsum,p_pos_ewm_cumsum,p_neu_sma_3,p_neu_ema_3,p_neu_dist_sma_3,p_neu_dist_ema_3,p_neu_sma_5,p_neu_ema_5,p_neu_dist_sma_5,p_neu_dist_ema_5,p_neu_sma_10,p_neu_ema_10,p_neu_dist_sma_10,p_neu_dist_ema_10,p_neu_mom_3,p_neu_roc_3,p_neu_mom_5,p_neu_roc_5,p_neu_mom_10,p_neu_roc_10,p_neu_std_10,p_neu_cv_10,p_neu_max_5,p_neu_min_5,p_neu_position_5,p_neu_max_10,p_neu_min_10,p_neu_position_10,p_neu_trend_5,p_neu_trend_10,p_neu_cumsum,p_neu_ewm_cumsum,p_neg_sma_3,p_neg_ema_3,p_neg_dist_sma_3,p_neg_dist_ema_3,p_neg_sma_5,p_neg_ema_5,p_neg_dist_sma_5,p_neg_dist_ema_5,p_neg_sma_10,p_neg_ema_10,p_neg_dist_sma_10,p_neg_dist_ema_10,p_neg_mom_3,p_neg_roc_3,p_neg_mom_5,p_neg_roc_5,p_neg_mom_10,p_neg_roc_10,p_neg_std_10,p_neg_cv_10,p_neg_max_5,p_neg_min_5,p_neg_position_5,p_neg_max_10,p_neg_min_10,p_neg_position_10,p_neg_trend_5,p_neg_trend_10,p_neg_cumsum,p_neg_ewm_cumsum,sent_strength,sent_ratio,sent_uncertainty,sent_dominant,sent_consistency
AAPL,2025-11-14,-0.1145795546472072,1,0.0261771567165851,0.8330661654472351,0.1407567113637924,-0.1145795546472072,-0.1145795546472072,0.0,0.0,-0.1145795546472072,-0.1145795546472072,0.0,0.0,-0.1145795546472072,-0.1145795546472072,0.0,0.0,,,,,,,,,-0.1145795546472072,-0.1145795546472072,0.0,-0.1145795546472072,-0.1145795546472072,0.0,,,-0.1145795546472072,-0.8020568825304504,0.0261771567165851,0.0261771567165851,0.0,0.0,0.0261771567165851,0.0261771567165851,0.0,0.0,0.0261771567165851,0.0261771567165851,0.0,0.0,,,,,,,,,0.0261771567165851,0.0261771567165851,0.0,0.0261771567165851,0.0261771567165851,0.0,,,0.0261771567165851,0.1832400970160957,0.8330661654472351,0.8330661654472351,0.0,0.0,0.8330661654472351,0.8330661654472351,0.0,0.0,0.8330661654472351,0.8330661654472351,0.0,0.0,,,,,,,,,0.8330661654472351,0.8330661654472351,0.0,0.8330661654472351,0.8330661654472351,0.0,,,0.8330661654472351,5.831463158130646,0.1407567113637924,0.1407567113637924,0.0,0.0,0.1407567113637924,0.1407567113637924,0.0,0.0,0.1407567113637924,0.1407567113637924,0.0,0.0,,,,,,,,,0.1407567113637924,0.1407567113637924,0.0,0.1407567113637924,0.1407567113637924,0.0,,,0.1407567113637924,0.9852969795465467,0.1669338680803775,0.17363841702155974,0.8330661654472351,0,0.43655674067387806
AAPL,2025-11-16,0.0590304788202047,1,0.0831939652562141,0.8926424980163574,0.0241634864360094,-0.027774537913501252,-0.027774537913501252,0.08680501673370596,0.08680501673370596,-0.027774537913501252,-0.056709543491403246,0.08680501673370596,0.11574002231160795,-0.027774537913501252,-0.08301409401676868,0.08680501673370596,0.1420445728369734,,,,,,,0.12276083194683042,0.9607613062152888,0.0590304788202047,-0.1145795546472072,0.999994239997424,0.0590304788202047,-0.1145795546472072,0.999994239997424,0.17361003346741188,0.17361003346741188,-0.055549075827002505,-0.6863168602188424,0.0546855609863996,0.0546855609863996,0.028508404269814498,0.028508404269814498,0.0546855609863996,0.0451827595631281,0.028508404269814498,0.038011205693086,0.0546855609863996,0.03654384917833583,0.028508404269814498,0.04665011607787827,,,,,,,0.04031697195998672,0.2606382373564363,0.0831939652562141,0.0261771567165851,0.999982461619876,0.0831939652562141,0.0261771567165851,0.999982461619876,0.05701680853962899,0.05701680853962899,0.1093711219727992,0.2212513027091817,0.8628543317317963,0.8628543317317963,0.029788166284561157,0.029788166284561157,0.8628543317317963,0.8529249429702759,0.029788166284561157,0.03971755504608154,0.8628543317317963,0.8438982259143483,0.029788166284561157,0.048744272102009156,,,,,,,0.042126828757851356,0.043752027040353816,0.8926424980163574,0.8330661654472351,0.9999832150927731,0.8926424980163574,0.8330661654472351,0.9999832150927731,0.0595763325691222,0.0595763325691222,1.7257086634635925,5.871180713176727,0.0824600988999009,0.0824600988999009,-0.0582966124638915,-0.0582966124638915,0.0824600988999009,0.1018923030545314,-0.0582966124638915,-0.07772881661852199,0.0824600988999009,0.11955794319510457,-0.0582966124638915,-0.09539445675909516,,,,,,,0.08244385998684377,0.4518459678796576,0.1407567113637924,0.0241634864360094,0.0,0.1407567113637924,0.0241634864360094,0.0,-0.11659322492778297,-0.11659322492778297,0.1649201977998018,0.9075681629280249,0.1073574516922235,2.4351719901902347,0.8926424980163574,0,0.4852743756839818
AAPL,2025-11-20,0.15175116294994945,2,0.16147970408201215,0.8287917375564575,0.00972854113206265,0.03206736237431565,0.0619883125182241,0.1196838005756338,0.08976285043172536,0.03206736237431565,0.012777358655714312,0.1196838005756338,0.13897380429423514,0.03206736237431565,-0.040329501841001744,0.1196838005756338,0.1920806647909512,,,,,,,0.13519715241198696,1.0236984367780482,0.15175116294994945,-0.1145795546472072,0.999996245283855,0.15175116294994945,-0.1145795546472072,0.999996245283855,0.13316535879857833,0.13316535879857833,0.09620208712294695,-0.5197859077551769,0.09028360868493712,0.10808263253420587,0.07119609539707503,0.05339707154780628,0.09028360868493712,0.08394840773608946,0.07119609539707503,0.07753129634592269,0.09028360868493712,0.059259459160822425,0.07119609539707503,0.10222024492118972,,,,,,,0.06792931704244666,0.3569898506335399,0.16147970408201215,0.0261771567165851,0.9999926092107748,0.16147970408201215,0.0261771567165851,0.9999926092107748,0.06765127368271354,0.06765127368271354,0.27085082605481137,0.3078328861248868,0.85150013367335,0.8458230346441269,-0.02270839611689246,-0.017031297087669373,0.85150013367335,0.8448805411656699,-0.02270839611689246,-0.016088803609212388,0.85150013367335,0.841151591667459,-0.02270839611689246,-0.01235985411100149,,,,,,,0.035694373383601215,0.037513787040470446,0.8926424980163574,0.8287917375564575,0.0,0.8926424980163574,0.8287917375564575,0.0,-0.002137213945388776,-0.002137213945388776,2.55450040102005,5.864548470292773,0.05821624631062148,0.04609432001598177,-0.048487705178558826,-0.03636577888391912,0.05821624631062148,0.07117104908037515,-0.048487705178558826,-0.061442507948312505,0.05821624631062148,0.09958896100182421,-0.048487705178558826,-0.08986041986976157,,,,,,,0.07184558573689326,0.454097397784554,0.1407567113637924,0.00972854113206265,0.0,0.1407567113637924,0.00972854113206265,0.0,-0.06551408511586486,-0.06551408511586486,0.17464873893186444,0.8276187938800643,0.1712082452140748,8.185080843082552,0.8287917375564575,0,0.43573659574208523
AAPL,2025-11-21,-0.00843356139957906,5,0.09980799183249472,0.7919504165649414,0.10824155323207374,0.06744936012352502,0.026777375559322518,-0.07588292152310408,-0.03521093695890158,0.021942131430841973,0.005707051970616523,-0.030375692830421033,-0.014140613370195582,0.021942131430841973,-0.034530239942561256,-0.030375692830421033,0.026096678542982196,0.10614599324762815,0.4946696502476391,,,,,0.11223009646929856,0.9203553780175519,0.15175116294994945,-0.1145795546472072,0.3985480745788626,0.15175116294994945,-0.1145795546472072,0.3985480745788626,0.04111586638726294,0.04111586638726294,0.0877685257233679,-0.4759048622353556,0.11482722039024033,0.10394531218335029,-0.01501922855774561,-0.004137320350855567,0.09266470447182651,0.08923493576822455,0.007143287360668216,0.01057305606427017,0.09266470447182651,0.06663191964658102,0.007143287360668216,0.0331760721859137,0.07363083511590962,0.583551230919688,,,,,0.05566812263603704,0.28893783523373595,0.16147970408201215,0.0261771567165851,0.5441899828172863,0.16147970408201215,0.0261771567165851,0.5441899828172863,0.029917824417352697,0.029917824417352697,0.37065881788730604,0.34505412962037024,0.8377948840459188,0.8188867256045341,-0.04584446748097748,-0.026936309039592765,0.8366127043962479,0.8272371662987604,-0.044662287831306546,-0.03528674973381907,0.8366127043962479,0.8322059234670012,-0.044662287831306546,-0.04025550690205981,-0.041115748882293746,-0.04406520180976259,,,,,0.041664546032426246,0.04448428452535643,0.8926424980163574,0.7919504165649414,0.0,0.8926424980163574,0.7919504165649414,0.0,-0.018719800710678004,-0.018719800710678004,3.3464508175849916,5.833986988927232,0.04737786026671526,0.07716793662402775,0.06086369296535848,0.031073616608045987,0.07072257304098455,0.08352788379760802,0.03751898019108919,0.02471366943446572,0.07072257304098455,0.10116215958914229,0.03751898019108919,0.0070793936429314475,-0.03251515813171865,-0.13505400513046148,,,,,0.06377166267027408,0.3735397231563791,0.1407567113637924,0.00972854113206265,0.7518403110222505,0.1407567113637924,0.00972854113206265,0.7518403110222505,-0.011198041969910276,-0.011198041969910276,0.2828902921639382,0.8209589918557263,0.20804954506456846,0.8441025096871039,0.7919504165649414,0,0.3971964398280178
AAPL,2025-11-22,-0.14395043517773345,6,0.05425958599274353,0.7475303687776128,0.198210021170477,-0.00021094454245435915,-0.058586529809205465,-0.1437394906352791,-0.08536390536852799,-0.011236381890873112,-0.04417877707883346,-0.13271405328686034,-0.09977165809889998,-0.011236381890873112,-0.054424820894410746,-0.13271405328686034,-0.0895256142833227,-0.20298091399793816,-1.2763648547359436,,,,,0.12227331943775459,1.0992205729750282,0.15175116294994945,-0.14395043517773345,0.0,0.15175116294994945,-0.14395043517773345,0.0,-0.012620580128083607,-0.012620580128083607,-0.05618190945436556,-0.5265475464266678,0.1051824273024168,0.07910244908804691,-0.05092284130967326,-0.024842863095303376,0.08498368077600991,0.07757648584306422,-0.030724094783266383,-0.023316899850320684,0.08498368077600991,0.06438240443679238,-0.030724094783266383,-0.010122818444048852,-0.028934379263470568,-0.1579439542290768,,,,,0.051178076687622066,0.27666265733782086,0.16147970408201215,0.0261771567165851,0.20755131571172755,0.16147970408201215,0.0261771567165851,0.20755131571172755,0.007277888512859744,0.007277888512859744,0.4249184038800496,0.34836488888978306,0.7894241742996706,0.7832085471910735,-0.04189380552205779,-0.03567817841346066,0.8187962372725208,0.8006682337917113,-0.07126586849490801,-0.05313786501409845,0.8187962372725208,0.8168103680689305,-0.07126586849490801,-0.06927999929131767,-0.1451121292387446,-0.1461877055724783,,,,,0.05375019349658519,0.058500667847905585,0.8926424980163574,0.7475303687776128,0.0,0.8926424980163574,0.7475303687776128,0.0,-0.027176367479066196,-0.027176367479066196,4.093981186362604,5.7767227596430475,0.10539337184487113,0.13768897889725237,0.09281664932560588,0.060521042273224634,0.09622006266688303,0.12175526292189769,0.10198995850359398,0.07645475824857932,0.09622006266688303,0.11880722533120315,0.10198995850359398,0.07940279583927386,0.1740465347344676,1.4017529607963013,,,,,0.07937712898506992,0.40453115703986964,0.198210021170477,0.00972854113206265,0.9999946944670942,0.198210021170477,0.00972854113206265,0.9999946944670942,0.019898468640943343,0.019898468640943343,0.48110031333441516,0.8749124353164514,0.25246960716322053,0.26060026163830596,0.7475303687776128,0,0.3658549235116356
AAPL,2025-11-23,-0.026992177776992345,5,0.18949385546147818,0.5940201207995415,0.21648603323847052,-0.05979205811810162,-0.04278935379309891,0.032799880341109276,0.015797176016106564,0.00628109348316986,-0.038449910644886426,-0.033273271260162204,0.011457732867894081,-0.013862347871892985,-0.04943706760033467,-0.01312982990509936,0.022444889823342327,-0.17874334072694179,-0.7100000597116513,0.08758737687021487,0.40818137130640575,,,0.10955357548278641,0.9621580577808355,0.15175116294994945,-0.14395043517773345,0.3955266478593439,0.15175116294994945,-0.14395043517773345,0.3955266478593439,-0.046774691132207696,-0.009462588056921963,-0.08317408723135791,-0.494394946237361,0.1145204777622388,0.13429815227476255,0.07497337769923938,0.05519570318671563,0.11764702052498852,0.11488227571586887,0.07184683493648966,0.07461157974560931,0.10240204322358797,0.08712994098673525,0.08709181223789021,0.10236391447474293,0.02801415137946603,0.10713700123616283,0.16331669874489307,1.2943444201372325,,,0.06257597405463604,0.3091667112545405,0.18949385546147818,0.05425958599274353,0.999992605479296,0.18949385546147818,0.0261771567165851,0.9999938769649114,0.010537966232125941,0.019088818390986747,0.6144122593415278,0.44151651739840825,0.711166968714032,0.6886143339953075,-0.11714684791449048,-0.094594213195766,0.7709870283429822,0.7317855294609881,-0.1769669075434407,-0.1377654086614466,0.7813335511936909,0.776303050383587,-0.18731343039414938,-0.18228292958404557,-0.23477161675691605,-0.25277100049853235,-0.23904604464769363,-0.25619409801781273,,,0.10359528816592968,0.11754379261474697,0.8926424980163574,0.5940201207995415,0.0,0.8926424980163574,0.5940201207995415,0.0,-0.06785061232124769,-0.047640226627034744,4.688001307162145,5.622572101162451,0.17431253588034043,0.17708750606786144,0.042173497358130085,0.03939852717060907,0.11136592704181866,0.1533321863607553,0.10512010619665185,0.06315384687771522,0.11626439109548097,0.13656700858706994,0.10022164214298955,0.07991902465140058,0.20675749210640787,1.884263565097134,0.07572932187467812,0.3145470855026271,,,0.08632052767245421,0.39914350779247615,0.21648603323847052,0.00972854113206265,0.999995163439287,0.21648603323847052,0.00972854113206265,0.999995163439287,0.05731265736433364,0.02855140644790869,0.6975863465728858,0.9359114636357695,0.4059798886999487,0.8366690552699878,0.5940201207995415,0,0.22616441817111593
AAPL,2025-11-24,0.009855540326008395,13,0.1901248985041792,0.6296057335745829,0.1802693581781708,-0.053695690876239134,-0.016466906733545256,0.06355123120224752,0.026322447059553652,-0.003553894215669401,-0.022348093654588154,0.013409434541677796,0.03220363398059655,-0.010474078129335646,-0.03865659343190865,0.02032961845534404,0.04851213375791705,0.018289101725587453,0.16866643029635336,-0.0491749384941963,-0.30921706869657406,,,0.10040925017392799,0.9088942118745319,0.15175116294994945,-0.14395043517773345,0.5201373828894434,0.15175116294994945,-0.14395043517773345,0.5201373828894434,-0.030234986162529554,-0.0033729152286582228,-0.07331854690534952,-0.44073935304503536,0.14462611331946695,0.16221152538947087,0.04549878518471226,0.027913373114708345,0.13903320717458154,0.139963149978639,0.05109169132959768,0.0501617485255402,0.11493387969224386,0.10585629689899778,0.07519101881193535,0.08426860160518143,0.09031690667168449,0.45201848956772445,0.10693093324796511,0.5837033610709396,,,0.06604888783579431,0.30729863495865495,0.1901248985041792,0.05425958599274353,0.999992639823798,0.1901248985041792,0.0261771567165851,0.9999939005326354,0.014697625247331736,0.02132938884585864,0.804537157845707,0.5262172576013461,0.6570520743839124,0.6591100337849451,-0.027446340809329506,-0.02950430021036221,0.7183796754546272,0.697725597498853,-0.08877394188004428,-0.06811986392427005,0.7596581486766755,0.749630810963768,-0.13005241510209253,-0.12002507738918511,-0.16234468299035842,-0.1820108830887444,-0.2630367644417745,-0.2649864024232418,,,0.11059874002480385,0.1286543263680514,0.8287917375564575,0.5940201207995415,0.1515748014679534,0.8926424980163574,0.5940201207995415,0.11916552919165628,-0.059630230372915,-0.04603169352965825,5.317607040736728,5.506826199625274,0.1983218041957061,0.17867843212301612,-0.018052446017535306,0.0015909260551546789,0.14258710139025094,0.16231124363322713,0.037682256787919866,0.01795811454494367,0.12540795782157949,0.14451289033090645,0.05486140035659132,0.035756467847264356,0.07202780494609706,0.34588584184169063,0.1561058717421614,1.2572606989625268,,,0.08242933297901155,0.3656895425327355,0.21648603323847052,0.00972854113206265,0.824831015687325,0.21648603323847052,0.00972854113206265,0.824831015687325,0.0449326114098613,0.024702304074516856,0.8778557047510565,0.9669566106463815,0.37039425668235004,0.99924076227841,0.6296057335745829,0,0.2566267439699411
AMD,2025-09-10,-0.06242116540670389,2,0.0446531660854816,0.8482724726200104,0.10707433149218554,-0.06242116540670389,-0.06242116540670389,0.0,0.0,-0.06242116540670389,-0.06242116540670389,0.0,0.0,-0.06242116540670389,-0.06242116540670389,0.0,0.0,,,,,,,,,-0.06242116540670389,-0.06242116540670389,0.0,-0.06242116540670389,-0.06242116540670389,0.0,,,-0.06242116540670389,-2.434425450861452,0.0446531660854816,0.0446531660854816,0.0,0.0,0.0446531660854816,0.0446531660854816,0.0,0.0,0.0446531660854816,0.0446531660854816,0.0,0.0,,,,,,,,,0.0446531660854816,0.0446531660854816,0.0,0.0446531660854816,0.0446531660854816,0.0,,,0.0446531660854816,1.7414734773337825,0.8482724726200104,0.8482724726200104,0.0,0.0,0.8482724726200104,0.8482724726200104,0.0,0.0,0.8482724726200104,0.8482724726200104,0.0,0.0,,,,,,,,,0.8482724726200104,0.8482724726200104,0.0,0.8482724726200104,0.8482724726200104,0.0,,,0.8482724726200104,33.082626432180405,0.10707433149218554,0.10707433149218554,0.0,0.0,0.10707433149218554,0.10707433149218554,0.0,0.0,0.10707433149218554,0.10707433149218554,0.0,0.0,,,,,,,,,0.10707433149218554,0.10707433149218554,0.0,0.10707433149218554,0.10707433149218554,0.0,,,0.10707433149218554,4.175898928195236,0.15172749757766713,0.3814086787116278,0.8482724726200104,0,0.4470412128907712
AMD,2025-09-11,0.7595136016607285,1,0.7668009996414185,0.2259116470813751,0.00728739798069,0.34854621812701225,0.34854621812701225,0.4109673835337162,0.4109673835337162,0.34854621812701225,0.21155709028244019,0.4109673835337162,0.5479565113782883,0.34854621812701225,0.08702151951464746,0.4109673835337162,0.672492082146081,,,,,,,0.5811956474863668,1.295731908995369,0.7595136016607285,-0.06242116540670389,0.9999987833599168,0.7595136016607285,-0.06242116540670389,0.9999987833599168,0.8219347670674322,0.8219347670674322,0.6970924362540245,0.618475112531868,0.40572708286345005,0.40572708286345005,0.3610739167779684,0.3610739167779684,0.40572708286345005,0.28536911060412723,0.3610739167779684,0.4814318890372912,0.40572708286345005,0.17595277218656102,0.3610739167779684,0.5908482274548574,,,,,,,0.5106356301265772,1.0097059212952069,0.7668009996414185,0.0446531660854816,0.9999986152439032,0.7668009996414185,0.0446531660854816,0.9999986152439032,0.7221478335559366,0.7221478335559366,0.8114541657269001,4.423736859112976,0.5370920598506927,0.5370920598506927,-0.3111804127693176,-0.3111804127693176,0.5370920598506927,0.6408188641071321,-0.3111804127693176,-0.41490721702575695,0.5370920598506927,0.735115958885713,-0.3111804127693176,-0.5092043118043379,,,,,,,0.44007556008322685,0.6907566234405148,0.8482724726200104,0.2259116470813751,0.0,0.8482724726200104,0.2259116470813751,0.0,-0.6223608255386353,-0.6223608255386353,1.0741841197013855,30.77100050875119,0.05718086473643777,0.05718086473643777,-0.04989346675574777,-0.04989346675574777,0.05718086473643777,0.07381202032168703,-0.04989346675574777,-0.06652462234099703,0.05718086473643777,0.08893125267191361,-0.04989346675574777,-0.08164385469122361,,,,,,,0.07056001735978965,0.4489097160656629,0.10707433149218554,0.00728739798069,0.0,0.10707433149218554,0.00728739798069,0.0,-0.09978693351149553,-0.09978693351149553,0.11436172947287554,3.80526174658111,0.7740883976221085,44.356067957591655,0.2259116470813751,1,0.390985670051839
AMD,2025-09-13,-0.8998255487531424,1,0.0232424978166818,0.0536894351243972,0.9230680465698242,-0.06757770416637261,-0.27563966531306505,-0.8322478445867697,-0.6241858834400773,-0.06757770416637261,-0.15890378939608726,-0.8322478445867697,-0.7409217593570551,-0.06757770416637261,-0.09240522017040524,-0.8322478445867697,-0.8074203285827372,,,,,,,0.8296815934098102,4.951026137618492,0.7595136016607285,-0.8998255487531424,0.0,0.7595136016607285,-0.8998255487531424,0.0,-0.4187021916732193,-0.4187021916732193,-0.20273311249911785,-2.7826364602209335,0.27823222118119395,0.21448479034006593,-0.25498972336451214,-0.19124229252338412,0.27823222118119395,0.1979935730083121,-0.25498972336451214,-0.1747510751916303,0.27823222118119395,0.1481872677556739,-0.25498972336451214,-0.12494476993899209,,,,,,,0.42324838173762236,1.1190172545740444,0.7668009996414185,0.0232424978166818,0.0,0.7668009996414185,0.0232424978166818,0.0,-0.010705334134399934,-0.010705334134399934,0.8346966635435819,4.088757864421321,0.37595785160859424,0.29539074748754496,-0.322268416484197,-0.24170131236314776,0.37595785160859424,0.4451090544462205,-0.322268416484197,-0.3914196193218233,0.37595785160859424,0.6112202272927464,-0.322268416484197,-0.5575307921683492,,,,,,,0.41800233072162024,0.8782339219930886,0.8482724726200104,0.0536894351243972,0.0,0.8482724726200104,0.0536894351243972,0.0,-0.39729151874780655,-0.39729151874780655,1.1278735548257828,28.039846933617884,0.3458099253475666,0.490124455653131,0.5772581212222576,0.4329435909166932,0.3458099253475666,0.3568973624043994,0.5772581212222576,0.5661706841654248,0.3458099253475666,0.24059248792607918,0.5772581212222576,0.682475558643745,,,,,,,0.5024037837364433,1.1269461606193594,0.9230680465698242,0.00728739798069,0.9999989080366466,0.9230680465698242,0.00728739798069,0.9999989080366466,0.40799685753881954,0.40799685753881954,1.0374297760426998,6.871394324642256,0.946310544386506,0.02490975647716867,0.0536894351243972,-1,0.5109520858520057
