date,ticker,p_pos,p_neu,p_neg
2025-11-14,AAPL,0.02617715671658516,0.8330661654472351,0.14075671136379242
2025-11-16,AAPL,0.08319396525621414,0.8926424980163574,0.024163486436009407
2025-11-20,AAPL,0.18706534802913666,0.8027910590171814,0.010143575258553028
2025-11-20,AAPL,0.1358940601348877,0.8547924160957336,0.009313507005572319
2025-11-21,AAPL,0.08353113383054733,0.9050401449203491,0.011428696103394032
2025-11-21,AAPL,0.0932781919836998,0.8947693705558777,0.01195238996297121
2025-11-21,AAPL,0.1580529361963272,0.830759584903717,0.011187495663762093
2025-11-21,AAPL,0.12885725498199463,0.8595808148384094,0.011561872437596321
2025-11-21,AAPL,0.03532044216990471,0.46960216760635376,0.49507731199264526
2025-11-22,AAPL,0.03143204748630524,0.9479186534881592,0.020649291574954987
2025-11-22,AAPL,0.01290604006499052,0.029310034587979317,0.9577838182449341
2025-11-22,AAPL,0.1763373464345932,0.813413143157959,0.010249530896544456
2025-11-22,AAPL,0.024309692904353142,0.9024393558502197,0.07325088977813721
2025-11-22,AAPL,0.04741319268941879,0.8699497580528259,0.08263704180717468
2025-11-22,AAPL,0.03315919637680054,0.9221512675285339,0.04468955472111702
2025-11-23,AAPL,0.06894072890281677,0.9183161854743958,0.012743125669658184
2025-11-23,AAPL,0.06792059540748596,0.8067834377288818,0.12529602646827698
2025-11-23,AAPL,0.7627118229866028,0.22451239824295044,0.012775741517543793
2025-11-23,AAPL,0.019880393519997597,0.07458808273077011,0.9055314660072327
2025-11-23,AAPL,0.028015736490488052,0.9459004998207092,0.02608380652964115
2025-11-24,AAPL,0.043619900941848755,0.8689655661582947,0.08741450309753418
2025-11-24,AAPL,0.042622558772563934,0.7882555723190308,0.1691218763589859
2025-11-24,AAPL,0.11332207918167114,0.8759390115737915,0.010738929733633995
2025-11-24,AAPL,0.15182624757289886,0.8356817960739136,0.012492001987993717
2025-11-24,AAPL,0.011112210340797901,0.0727408155798912,0.9161469340324402
2025-11-24,AAPL,0.1933189183473587,0.7961703538894653,0.010510721243917942
2025-11-24,AAPL,0.5923913717269897,0.3901807367801666,0.017427880316972733
2025-11-24,AAPL,0.07676607370376587,0.9019324779510498,0.021301403641700745
2025-11-24,AAPL,0.098270483314991,0.8043140769004822,0.09741541743278503
2025-11-24,AAPL,0.009255671873688698,0.030611345544457436,0.9601330161094666
2025-11-24,AAPL,0.3631885051727295,0.6267690658569336,0.010042392648756504
2025-11-24,AAPL,0.11160942912101746,0.8785929679870605,0.009797561913728714
2025-11-24,AAPL,0.6643202304840088,0.3147207498550415,0.020959017798304558
2025-09-10,AMD,0.04911039397120476,0.8605697751045227,0.09031976759433746
2025-09-10,AMD,0.04019593819975853,0.835975170135498,0.12382889539003372
2025-09-11,AMD,0.7668009996414185,0.22591164708137512,0.0072873979806900024
