date,ticker,open,high,low,close,volume,ret_1d,sma_5,mom_5,sma_10,mom_10,sma_20,mom_20,vol_20,rsi,y,future_return_5d,y_h5,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16
2025-08-11,AAPL,227.9199981689453,229.5599975585937,224.759994506836,227.17999267578125,61806100.0,-0.0083374168414688,218.349755859375,0.1184549100227252,212.41970825195312,0.0625452511365372,212.24900970458984,0.0902014488064069,0.2875283768837214,65.39575784074296,1,0.0163306929900377,1,-0.3457814538586901,0.1480385908326188,-0.0030469684904913,0.1668641132885979,0.3170677957109069,-0.1136536499568075,0.119413417482195,0.0344235305366979,0.0686343262104543,0.0992631514159315,-0.086572862671715,-0.072032524460321,-0.0107756437547227,0.014196332852975,0.021475416865396,0.02776832819307
2025-08-12,AAPL,228.009994506836,230.8000030517578,227.07000732421875,229.6499938964844,55626200.0,0.0108724416776797,223.74176330566405,0.1330112141471269,214.281657409668,0.0882312811300283,213.2878616333008,0.0994721338727762,0.2882811560672996,67.68273035649966,1,0.0039625677609183,1,-0.1347839080965005,0.0316690045414166,-0.0160033373877024,0.0791364591079707,0.6271115345851502,-0.1382203495539572,0.0230940691804178,-0.1155056475059904,0.1089320440325559,0.3112104947438411,-0.1520664707580079,-0.0243707257274716,-0.0322990823938135,0.0968023443739119,0.1089794722123926,-0.0320465348327509
2025-08-13,AAPL,231.07000732421875,235.0,230.42999267578125,233.3300018310547,69878500.0,0.0160244199101919,227.80611267089844,0.0954035646445066,216.7333557128906,0.1174111804582762,214.4582733154297,0.111509320089002,0.2909724416775565,70.72203902585485,0,-0.0313719078848626,0,,,,,,,,,,,,,,,,
2025-08-14,AAPL,234.0599975585937,235.1199951171875,230.8500061035156,232.77999877929688,51916300.0,-0.0023571895917441,230.40599975585937,0.0591473387200187,219.2778854370117,0.1227257041510574,215.6081771850586,0.1096285001136143,0.2915058210490924,69.84286661501935,0,-0.0338517266265804,0,-0.164451517345455,0.0390290278031305,-0.0265844427231279,0.0879889518522853,0.2840171185474078,-0.0465437814315821,-0.0296872131151577,-0.0002665031075455,-0.0267617152068089,-0.0479473333259083,0.0213042402085131,-0.0852749893148006,0.0222949115993224,-0.001023034909264,0.0465111429273137,-0.0020597326682981
2025-08-15,AAPL,234.0,234.27999877929688,229.33999633789065,231.58999633789065,56038700.0,-0.0051121335494742,230.9059967041016,0.0109126745587331,222.221826171875,0.1456310738238673,216.64064712524413,0.0978920086749306,0.2938677265759561,68.05149946017187,0,-0.0165378552252605,0,-0.3283692639568963,0.1367947026594468,0.0236295984271075,-0.0001094449350605,0.2180780068367937,-0.3174489594921056,0.3202340453040525,-0.0230114224044926,0.0544163191937429,-0.0069004514821891,0.0326312498581222,0.2443839699582533,-0.1108153623456687,-0.0421092749025042,-0.2250935169526566,-0.0016000954890706
2025-08-18,AAPL,231.6999969482422,233.1199951171875,230.1100006103516,230.88999938964844,37476200.0,-0.003022569883463,231.647998046875,0.0163306929900377,224.998876953125,0.1367200537815065,217.57319107055665,0.0878767253830044,0.2951261564670717,71.04721842911886,0,-0.0161548604850763,0,-0.2848934684332197,0.1327233710167639,0.0117290237808113,0.1315499871860361,0.1509351047706319,-0.0790280838548301,0.0842199756459287,-0.0114980744827924,0.0289443626620442,0.0629141231862386,-0.0720295294477641,-0.1168638662566441,0.0349046631129251,0.0082336911061758,0.0377470858482772,0.0743996049509785
2025-08-19,AAPL,231.27999877929688,232.8699951171875,229.3500061035156,230.5599975585937,39402600.0,-0.0014292599589721,231.8299987792969,0.0039625677609183,227.78588104248047,0.1375008478570651,218.3933433532715,0.0765935707827365,0.2952749471249041,74.00808169830623,0,-0.0054215822919686,0,-0.053727137965409,0.0098738942860543,-0.0003505013210032,0.014551161353387,0.255661840506705,-0.0481432690832635,-0.0103904099713358,-0.0287005517782286,0.0574295668083296,0.147687310728562,-0.0747772380327982,-0.0222201030722636,0.0287763825828864,0.1169838511065132,0.1079459092448466,-0.0487409830795812
2025-08-20,AAPL,229.97999572753903,230.47000122070312,225.7700042724609,226.009994506836,42263900.0,-0.0197345727790504,230.36599731445312,-0.0313719078848627,229.08605499267577,0.0610386649177288,218.99848175048828,0.0565795187887201,0.306604619926174,69.3075613962154,0,0.0198221808557788,1,-0.3844318956494083,0.1803900401917551,0.0069900434947066,0.1932534400787654,0.2503888891559407,-0.1350571665374495,0.1616592755251736,0.0185617873103063,0.0560558306569845,0.0840824391803971,0.0526353255303853,0.3409301424369026,-0.1329114198128332,-0.0879394189687613,-0.2740271407734632,0.0172647472210517
2025-08-21,AAPL,226.2700042724609,226.5200042724609,223.77999877929688,224.8999938964844,30621200.0,-0.0049112899311095,228.7899963378906,-0.0338517266265804,229.597998046875,0.0232933725523984,219.56759796142572,0.0533085820762728,0.3074347877707384,75.6831799421844,1,0.0340595992440755,1,-0.0017522454059294,-0.0825667109578803,-0.0869794707646545,-0.001169192607681,0.4590317513954985,-0.0182825582331788,-0.2105201667787281,-0.08520888639938,-0.1022279159957855,-0.1724946287890178,0.1227737874031658,-0.1063624164560536,0.0254434884629458,-0.0477232711597769,-0.0114191509328102,0.0214727238070565
2025-08-22,AAPL,226.1699981689453,229.08999633789065,225.4100036621093,227.759994506836,42477800.0,0.0127167660647777,228.02399597167968,-0.0165378552252606,229.46499633789065,-0.0058056528985002,220.27372055053712,0.0661047286077018,0.309295947985976,76.67897600733593,0,0.0192307911329923,1,,,,,,,,,,,,,,,,
2025-08-25,AAPL,226.47999572753903,229.3000030517578,226.22999572753903,227.1600036621093,30983100.0,-0.0026343118159348,227.2779968261719,-0.0161548604850761,229.46299743652344,-8.798756191719104e-05,220.94135284423828,0.0624517603704628,0.3099154485906684,76.39698327525451,1,0.0112695787873013,1,,,,,,,,,,,,,,,,
2025-08-26,AAPL,226.8699951171875,229.4900054931641,224.69000244140625,229.3099975585937,54575100.0,0.0094646674670881,227.0279968261719,-0.0054215822919686,229.4289978027344,-0.0014804979182535,221.8553276062012,0.086620156983737,0.3045511429535775,71.34754250219476,1,0.0399459411261335,1,-0.0028510401433518,-0.0322862979204561,-0.0063825797824314,0.0201309577555162,0.3425387404343188,-0.0462917589766558,-0.0597697421468137,-0.0397827025922955,0.0169220546056668,0.0384416662470523,-0.0205300898288487,-0.0166058204570542,0.0285358240239904,-0.0012527500306154,0.1642331073110799,-0.1610148981867347
2025-08-27,AAPL,228.6100006103516,230.8999938964844,228.259994506836,230.4900054931641,31259500.0,0.0051459070565331,227.9239990234375,0.019822180855779,229.1449981689453,-0.0121715866609684,222.939176940918,0.1038105134393931,0.2994593578596342,66.43082821106397,1,0.0403054061552716,1,,,,,,,,,,,,,,,,
2025-08-28,AAPL,230.82000732421875,233.4100036621093,229.33999633789065,232.5599975585937,38074700.0,0.0089808322100588,229.45599975585932,0.0340595992440757,229.122998046875,-0.000945103625126,224.20044174194337,0.121664612018042,0.2961923186864709,56.84414800347655,0,0.0306587760477428,1,,,,,,,,,,,,,,,,
2025-08-29,AAPL,232.509994506836,233.3800048828125,231.3699951171875,232.13999938964844,39418400.0,-0.0018059776976023,230.33200073242188,0.0192307911329925,229.1779983520508,0.002374899868107,225.69991226196288,0.1483518329099908,0.2747391321176734,60.39397859801059,0,0.0247264818999566,1,-0.3639239796830619,0.1628999199095251,-0.0201716086747184,0.193100982146262,0.2246226414022929,-0.1108473092420635,0.1343459686415611,0.0156796193150664,0.0318794282050871,0.0442661378191447,0.0959467694037151,0.419694776597906,-0.1408422200256947,-0.0569700759396521,-0.3233791989976963,0.0148194243173348
2025-09-02,AAPL,229.25,230.8500061035156,226.97000122070312,229.72000122070312,44075600.0,-0.0104247358288449,230.84400024414063,0.0112695787873011,229.06099853515624,-0.0050673401708093,227.02993774414065,0.1309599065900148,0.2816427246270967,50.14701245565523,1,0.0201549924177659,1,0.0088398329833146,-0.1195703821695038,-0.1391940051412522,-0.0495589511785506,0.459501800888009,0.1629017343879512,-0.16631699780834,-0.0965999763036738,-0.1496033461672035,-0.2406212296414206,0.0820026643792132,-0.0582246939607043,-0.004456097518537,0.0186278073532683,-0.0563649812232132,0.0584732386396401
2025-09-03,AAPL,237.2100067138672,238.8500061035156,234.3600006103516,238.47000122070312,66427800.0,0.0380898483088263,232.6760009765625,0.0399459411261335,229.8519989013672,0.0343077886271194,228.81893997192384,0.1765259865085147,0.301156135989247,58.89889410721309,1,-0.0489789402221728,0,0.0088363856558991,-0.0230433879366215,-0.0706284617570374,-0.0043230479232636,0.2583050730630184,-0.0195328868964144,-0.1567007442542606,-0.0927598851077442,-0.068229523509366,0.0035268362973996,-0.0290313728715002,0.018384848738471,-0.0437875959987637,0.040657375783501,-0.0340657556627909,0.099368565217877
2025-09-04,AAPL,238.4499969482422,239.8999938964844,236.7400054931641,239.77999877929688,47549400.0,0.0054933431957395,234.53399963378905,0.0403054061552716,231.22899932861327,0.060926528061326,230.1575271606445,0.1256840669099908,0.2557143612210273,61.80837339365292,0,-0.0406622739579471,0,,,,,,,,,,,,,,,,
2025-09-05,AAPL,240.0,241.32000732421875,238.4900054931641,239.69000244140625,54870400.0,-0.0003753287945149,235.9600006103516,0.0306587760477428,232.70800018310547,0.0657626009173184,231.15299911499025,0.0905878062328986,0.2376308999541493,64.19063128874366,0,-0.0234469317032167,0,-0.0008888268771959,-0.0214033835863745,0.0059762034899307,-0.0756152266647303,0.1592575321285488,-0.062519325551694,0.003238927304653,0.0211308892807596,0.0121966907487671,0.1034516397411997,0.000312183629868,-0.0139601508618633,0.0403646585311721,0.037158938349312,0.0031425557345607,-0.0471832285134448
2025-09-08,AAPL,239.3000030517578,240.1499938964844,236.33999633789065,237.8800048828125,48999500.0,-0.0075514103223234,237.1080017089844,0.0247264818999566,233.72000122070312,0.0444327828418207,231.59249877929688,0.0383691686288265,0.1940816627159586,61.78753883528952,0,-0.0049605175313142,0,,,,,,,,,,,,,,,,
2025-09-09,AAPL,237.0,238.77999877929688,233.3600006103516,234.3500061035156,66313900.0,-0.014839409394816,238.03400268554688,0.0201549924177659,234.43900146484376,0.0316517094800767,231.9509994506836,0.0315609369614118,0.1999386727102308,55.76866265089204,0,0.0162150104288467,1,-0.0814649743656253,0.0270398603580874,0.0109743616321225,0.0540721463013772,0.3288829700524215,-0.0724350675567852,0.0174534462456721,-0.0737012970837878,0.0566601615390291,0.172465555928356,-0.0996679719130004,-0.0189050877292027,0.0084538038373343,0.0501122868871288,0.0868640939841081,-0.0420113860905437
2025-09-10,AAPL,232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,83440800.0,-0.0322594948601939,235.6980010986328,-0.0489789402221728,234.18700103759767,-0.0109895089585747,231.80799942016603,-0.0124537369316924,0.229871531884051,51.087561486202,1,0.0537943144239128,1,,,,,,,,,,,,,,,,
2025-09-11,AAPL,226.8800048828125,230.4499969482422,226.6499938964844,230.02999877929688,50208600.0,0.0142863688393706,233.7480010986328,-0.0406622739579471,234.14100036621093,-0.0019957772697474,231.6429992675781,-0.0141430721547211,0.2282890513418465,56.75178494538638,1,0.0341260102820213,1,,,,,,,,,,,,,,,,
