date,ticker,embed_pca16_00,embed_pca16_01,embed_pca16_02,embed_pca16_03,embed_pca16_04,embed_pca16_05,embed_pca16_06,embed_pca16_07,embed_pca16_08,embed_pca16_09,embed_pca16_10,embed_pca16_11,embed_pca16_12,embed_pca16_13,embed_pca16_14,embed_pca16_15
2025-08-17,AAPL,-0.15822463,0.06317575,-0.27254164,0.059021756,0.37653527,-0.04443503,0.087523445,0.08269507,0.08196219,0.19805811,0.05099715,-0.11725078,0.1381977,0.096554115,0.12466579,0.056702238
2025-08-18,AAPL,-0.22059834,0.02191815,-0.19760728,-0.08097504,0.4217392,-0.042474248,0.14212784,0.14798422,0.05554514,0.111330785,0.08016207,0.05955594,0.10122931,-0.07186326,0.05470803,0.022412732
2025-08-19,AAPL,0.052633964,-0.09125095,-0.16105928,0.049829256,0.27495584,0.04243144,0.1527574,0.19841285,0.1333274,0.093570344,0.0038443275,-0.016093098,-0.11037309,0.06955406,0.089546405,0.016461708
2025-08-20,AAPL,-0.12595522,-0.08890455,-0.08788175,-0.027925108,0.26599315,-0.042833403,0.1135687,0.1427238,0.0747992,0.1671903,0.33065927,0.17711122,-0.10447008,0.02074585,-0.081828274,-0.032351542
2025-08-21,AAPL,0.021543398,-0.11326481,0.036793206,0.19046399,0.25031263,0.020411264,0.13172236,0.100177765,0.06150093,0.0019179547,-0.03861478,-0.024669377,0.036769602,-0.25847894,0.04906598,-0.124368444
2025-08-23,AAPL,-0.0892357,0.09375269,-0.33245045,-0.0391637,0.34455147,-0.07447223,0.106288895,-0.083980545,0.10077432,0.14314085,0.14008638,-0.029860301,0.17967562,-0.07402348,0.15809028,-0.092328504
2025-08-23,AAPL,-0.13711388,-0.09573811,-0.2096293,0.0851577,0.26385856,0.022840159,0.16033234,0.11618196,-0.03455739,0.06138075,-0.02426741,-0.016101876,0.07375592,0.18556249,0.06579582,0.09975189
2025-08-24,AAPL,0.13432083,-0.08824396,-0.23274252,0.07990612,0.20317884,-0.036604322,0.18161249,0.1349687,0.017604548,0.047213703,0.14738652,0.0059859315,0.0059020175,0.13406786,-0.02829684,0.03934701
2025-08-26,AAPL,0.15383103,-0.1410978,-0.04978282,0.1170598,0.30791685,-0.2038023,-0.017499426,0.1930056,0.06976588,-0.21565975,0.066402055,-0.096289225,0.170334,-0.0054786694,0.087881416,-0.22075537
2025-08-29,AAPL,-0.1088422,0.107478954,-0.23662198,-0.08158913,0.2900128,-0.0052029085,0.07389471,-0.13225019,0.023231003,0.25116053,0.26322728,0.11679168,-0.02168711,-0.026897216,-0.029701313,-0.089811444
2025-08-30,AAPL,-0.05909249,-0.038402535,-0.1181348,0.044020638,0.36768633,-0.16174096,-0.016498972,0.14541833,0.081996694,0.04363795,0.07197095,0.006564177,0.22208004,-0.13757338,-0.01842054,-0.2234353
2025-09-01,AAPL,-0.09100768,0.0036447074,-0.16709626,-0.0802563,0.24500754,0.07216875,0.14214903,0.11334623,0.14416704,0.2746588,-0.004686062,-0.10097151,0.098786615,0.02544775,-0.15372153,0.022307504
2025-09-02,AAPL,0.320131,0.027451193,-0.27270323,-0.1843941,-0.041877296,-0.1378223,-0.0083224485,-0.18842432,0.25205225,0.09087749,0.11932017,-0.018962232,0.05207852,-0.069716595,0.17624317,-0.004242973
2025-09-03,AAPL,-0.06158944,0.14658141,-0.27460957,-0.027767366,0.35069853,-0.09523523,0.065502,-0.08007015,0.04423846,0.15064982,0.05415317,-0.09037522,0.26007694,0.022852197,0.11693724,-0.10544854
2025-09-03,AAPL,0.27618456,0.14518188,-0.12426387,-0.1414768,0.039819498,-0.014201048,-0.029463122,-0.10835732,0.1915841,0.038788643,0.13805409,-0.056501243,-0.0029622044,-0.22653037,0.0043918695,0.012164489
2025-09-05,AAPL,-0.16049364,0.022823486,-0.1444783,0.013676494,0.30727166,0.08834963,0.1072108,0.064453594,0.03923939,0.13278145,0.3135683,0.039829846,-0.12784131,0.04108686,-0.055973973,-0.02019494
2025-09-05,AAPL,-0.09101422,-0.051348783,-0.07259781,0.17783245,0.2323196,0.008515775,-0.020255566,0.20691536,0.094011694,0.038222026,-0.04036594,-0.16454388,0.037083812,-0.11981869,0.20994431,-0.041717578
2025-09-06,AAPL,-0.1349761,-0.051689368,-0.23782687,0.08665236,0.16992572,0.07633372,0.11374115,-0.021648884,0.13092828,0.26317707,0.20065922,0.0368308,-0.106839485,0.008460729,-0.10095964,-0.044160057
2025-09-08,AAPL,0.02938352,0.024435604,-0.13931204,0.06307954,0.21269624,-0.10740749,0.12570655,0.085448325,0.05745863,0.121047385,0.20937663,0.0339629,0.1735062,-0.0608864,-0.056098707,-0.24335198
2025-09-09,AAPL,0.1912508,0.0053274147,-0.17003681,0.11637408,0.26635766,-0.21632461,0.03606904,0.048934456,-0.037243303,-0.090519354,0.17803349,-0.24087755,0.19556397,0.046171535,0.09782024,-0.064017534
2025-09-09,AAPL,0.21869783,-0.060173515,0.021346536,0.07201386,0.18176301,-0.1856437,0.079224974,0.10029896,-0.00923816,0.042010214,0.13458695,-0.10150235,0.17317139,-0.020545306,0.03223164,-0.06662185
2025-09-09,AAPL,-0.21457116,0.0013961754,-0.21373922,-0.01615546,0.46230215,-0.071737126,0.1436179,0.1398898,0.036532506,0.11216432,0.09237158,-0.0031805432,0.13938002,-0.0364996,0.124225505,0.026347075
2025-09-09,AAPL,0.22983852,-0.10363092,0.07274665,0.12445212,0.2556465,-0.18964557,0.11491286,0.08039038,-0.08360413,-0.008612534,0.1457152,-0.10955893,0.129075,-0.015337705,0.046492703,-0.030060388
