date,ticker,s_sent_score,s_sent_score_decay3,t_p_pos,t_p_neu,t_p_neg,t_p_pos_decay3,t_p_neu_decay3,t_p_neg_decay3,e_embed_pca16_00,e_embed_pca16_01,e_embed_pca16_02,e_embed_pca16_03,e_embed_pca16_04,e_embed_pca16_05,e_embed_pca16_06,e_embed_pca16_07,e_embed_pca16_08,e_embed_pca16_09,e_embed_pca16_10,e_embed_pca16_11,e_embed_pca16_12,e_embed_pca16_13,e_embed_pca16_14,e_embed_pca16_15,event_weight
2025-08-24,AAPL,0.0451942458748817,0.1197411658989343,0.0854204446077346,0.8743533492088318,0.0402261987328529,0.1666156536745499,0.7865098621781119,0.046874487775615564,0.10943466,0.0024049345,-0.19726025,0.24694963,-0.06678188,0.11911116,0.18384346,-0.067350246,0.040374886,-0.15913881,0.030158006,0.045435976,-0.02952939,0.06979981,0.09339271,-0.21067758,0.0
2025-08-26,AAPL,0.0295749232172966,0.07465804455811545,0.0473487749695777,0.9348773956298828,0.0177738517522811,0.1069822143220638,0.8606936289039974,0.032324169763948335,0.15123539,-0.07409423,-0.026041105,0.35373786,-0.151728,-0.0050709355,0.23570022,-0.0027638369,-0.18263584,-0.014445355,0.08816001,-0.108823344,0.20288621,-0.17089817,-0.18801057,-0.049458254,0.7
2025-08-29,AAPL,0.4416025215759873,0.2581302830670514,0.456261545419693,0.5290794372558594,0.0146590238437056,0.2816218798708784,0.6948865330799283,0.023491596803826967,-0.15582417,0.060424257,-0.24852392,0.25919864,-0.06495481,0.1391178,-0.15842265,0.01489393,0.2055595,-0.28166914,-0.11633857,-0.09021757,0.048944004,-0.017896274,-0.08585871,0.030244086,0.0
2025-08-30,AAPL,-0.624027892947197,-0.1829488049400728,0.036482885479927,0.3030063211917877,0.660510778427124,0.1590523826754027,0.498946427135858,0.3420011876154755,-0.07734121,-0.038604356,-0.088016026,0.37533247,-0.15218961,0.014824608,0.123909146,-0.065325715,0.067091465,-0.039369557,-0.020952223,-0.24011451,0.13223806,-0.19100124,-0.14256474,-0.06928087,0.7
2025-09-01,AAPL,0.051950586028397,-0.0654991094558379,0.067302256822586,0.9173460602760316,0.0153516707941889,0.11317731974899435,0.7081462437059448,0.1786764292048322,-0.12696636,-0.03542633,-0.20760918,0.21765895,0.028288148,0.09473555,0.12646584,-0.053193673,0.3702273,-0.0076325242,0.040791035,-0.025042348,-0.0893215,0.0044149724,0.011165056,-0.16147387,0.0
2025-09-02,AAPL,0.053357514552772,-0.006070797451532949,0.08941973559558385,0.874518096446991,0.03606222104281185,0.1012985276722891,0.791332170076468,0.10736932512382202,0.07175779500000001,-0.019644019999999998,-0.158177395,0.048459267,-0.127418365,0.00209197175,0.014672978,0.126985783,0.1216232975,-0.14100580499999998,-0.038603528150000004,-0.039381782500000004,0.071689167,-0.053988106,-0.0019659280000000005,0.009605402999999998,0.0
2025-09-03,AAPL,0.1399543946608901,0.06694179860467858,0.15283509902656076,0.8342841863632202,0.0128807043656706,0.12706681334942493,0.8128081782198441,0.06012501474474631,0.026454910000000012,0.159752965,-0.22544962000000002,0.15886406095,-0.07735171,0.07001044000000001,-0.04671067,0.10810755849999999,0.124795866,-0.09269665499999999,0.0254548335,-0.104058955,0.016399114999999992,-0.20296467,-0.109811295,0.04856865,0.0
2025-09-05,AAPL,0.7748018838465214,0.42087184122559995,0.789775937795639,0.19524997845292089,0.014974053949117602,0.458421375572532,0.5040290783363824,0.03754953434693196,-0.142807245,-0.0272736775,-0.050900799999999996,0.313865025,0.02133484935,0.0298564415,0.131498678,-0.0474918315,0.0823602635,-0.18531440000000002,0.0020795899999999992,0.0777470206,-0.0263400963,-0.11941314150000001,0.007732456499999998,-0.023591971000000003,0.0
2025-09-06,AAPL,0.2171677621081471,0.3190198016668735,0.2304592579603195,0.756249189376831,0.0132914958521723,0.3444403167664257,0.6301391338566067,0.025420515099552128,-0.14794281,-0.031282675,-0.16513902,0.23052783,-0.017416041,0.07538374,0.055162773,0.05572221,0.26191488,-0.27203184,-0.07363355,0.072795145,-0.035152998,0.017091429,-0.06197076,-0.020529374,0.0
2025-09-09,AAPL,0.16550555415451523,0.24226267791069436,0.18135881498456,0.8027879118919372,0.0158532608300447,0.26289956587549285,0.716463522874272,0.020636887964798414,0.127733734,-0.013109501599999998,-0.028362290000000002,0.265179492,-0.14652805400000002,0.1034768304,0.10296911239999999,-0.0809939046,0.0107051438,-0.10793717039999999,0.1719259186,-0.11600510100000001,0.090286294,-0.06628883760000001,-0.060887642,0.010616425600000002,0.0
2025-09-12,AAPL,-0.21596274059265844,0.013149968659017963,0.021350314840674352,0.7413366138935089,0.23731305543333292,0.1421249403580836,0.7289000683838904,0.12897497169906566,5.0494999999997625e-05,0.021579749999999998,-0.23971725,0.230015965,-0.030971477499999997,0.1287548,0.0005750879999999979,0.0217092465,0.0942190625,-0.29088095999999997,-0.061491985,-0.029737745500000003,-0.004024755499999999,0.005446804999999999,-0.0597661965,-0.0121107085,0.0
2025-09-13,AAPL,0.0094057321548461,0.011277850406932032,0.0684700310230255,0.8724656701087952,0.0590642988681793,0.10529748569055455,0.8006828692463428,0.09401963528362248,-0.11099342,-0.13051541,-0.009802209,0.34623584,0.05682909,-0.012580854,0.26318854,-0.035327703,-0.036692493,-0.11572178,-0.12914924,-0.19654068,0.051490717,-0.08076391,-0.0741626,0.23378408,0.7
2025-09-16,AAPL,0.0607486013323068,0.036013225869619414,0.0754415392875671,0.9098654985427856,0.0146929379552602,0.09036951248906083,0.8552741838945642,0.054356286619441335,-0.121984854,-0.08429515,-0.17269687,0.34287816,-0.037441604,0.1324751,0.027139125,-0.037743207,0.15627925,-0.3344499,-0.14416866,-0.09793893,-0.054077134,0.038294397,-0.05766196,-0.045331433,0.0
2025-09-17,AAPL,0.43590144417248666,0.23595733502105304,0.4472285453230142,0.541444331407547,0.01132710115052755,0.2687990289060375,0.6983592576510556,0.032841693884984445,-0.17259627500000002,-0.0211370965,-0.18004723,0.33405298,-0.030341097499999997,0.10393973000000001,0.02234726,-0.032947707,0.197525475,-0.145486765,-0.0517515615,-0.0756901175,-0.0468918475,0.036618706,-0.0507346125,0.135305685,0.7
2025-09-18,AAPL,-0.5383393131196499,-0.15119098904929842,0.0373525656759738,0.3869555294513702,0.5756918787956238,0.15307579729100565,0.5426573935512129,0.30426678634030413,-0.12499015,-0.018657627,-0.17383416,0.42851487,-0.007294462,0.07335301,0.13969687,-0.07826164,0.04512632,-0.08491979,-0.07944938,-0.097722605,0.023268152,-0.047418445,-0.05045187,0.07299974,0.7
2025-09-19,AAPL,0.0357004664838314,-0.05774526128273351,0.0577038712799549,0.9202927350997924,0.0220034047961235,0.10538983428548028,0.7314750643255026,0.16313509556821382,0.16235729,-0.02543071,-0.06434635,0.119400844,-0.11749617,0.08409496,0.2714863,-0.13750021,-0.039010644,-0.10112711,0.13303706,-0.01091201,-0.01729873,-0.06909264,-0.044714343,-0.026131028,0.0
2025-09-22,AAPL,0.2040155318876107,0.07313513530243859,0.2492456262310346,0.7055243154366811,0.045230094343423836,0.17731773025825745,0.7184996898810918,0.10418259495581883,-0.092879437,0.010138715,-0.11476562133333335,0.35023681,-0.006586514666666668,0.13041888533333335,0.1796868366666667,-0.034291681666666664,0.13672609533333333,-0.047184698000000004,0.055438142,-0.06414059133333333,0.03730933933333334,-0.12356558,-0.05587163366666667,0.06574107900000002,0.7
2025-09-23,AAPL,0.23132269410416478,0.1522289147033017,0.2468265127390623,0.7376696765422821,0.015503818634897401,0.2120721214986599,0.728084683211687,0.059843206795358116,0.078919045,0.058873345,-0.197918575,0.21119105,-0.037412350999999996,-0.0022773050000000003,0.09984157000000002,-0.0487784555,0.1332607325,-0.24689531,-0.022191064999999996,-0.0631000657,0.053544267500000006,0.00773503115,0.0625890445,0.06495514749999999,0.0
2025-09-24,AAPL,0.8070171130821109,0.4796230138927063,0.82233726978302,0.1623426228761673,0.0153201567009091,0.5172046956408399,0.4452136530439271,0.03758168174813361,-0.20058568,-0.09020559,-0.049523223,0.38090146,-0.12015418,0.09449004,0.15832765,-0.11375808,0.02353607,-0.0839324,0.006658323,-0.10207711,0.15267797,-0.20512924,-0.11016701,0.0061458773,0.0
2025-09-25,AAPL,-0.900248003192246,-0.21031249464976984,0.0133507726714015,0.0730504766106605,0.9135987758636476,0.2652777341561207,0.2591320648272938,0.4755902288058906,0.09883031,-0.03924033,-0.1623615,0.1954602,-0.044544786,0.12156599,0.27355236,-0.06769475,-0.174883,-0.24330732,0.010062017,0.02089578,0.045494765,-0.04207994,-0.09861296,-0.060288116,0.0
2025-09-29,AAPL,0.13958620838820934,-0.03536314313078025,0.46326563693583006,0.21305493079125876,0.3236794285476207,0.3642716855459754,0.23609349780927627,0.39963482867675565,-0.04322418,0.0033596179999999982,-0.076087984,0.045602962999999996,-0.022953697500000002,-0.034684082000000005,0.13530122249999998,-0.1171495615,-0.007156370000000009,-0.161537735,-0.18122396000000002,0.036252506,0.09606703999999999,0.0373105045,0.06413414299999999,0.073487362,0.0
2025-09-30,AAPL,-0.43882541125640284,-0.23709427719359155,0.0345111559145152,0.4921522345393896,0.473336567170918,0.1993914207302453,0.3641228661743329,0.43648569792383685,-0.09560790799999999,-0.009673201499999999,-0.206587415,0.28548864,-0.0338237725,0.078732312,0.208447255,-0.062938645,0.190249041,-0.152756414,-0.12498403150000001,0.015276221500000003,-0.025952944999999998,0.012447208000000001,0.016245685000000003,-0.031822735,0.0
2025-10-01,AAPL,0.0539811756461858,-0.09155655077370288,0.0731908604502677,0.9075995087623596,0.0192096848040819,0.1362911405902565,0.6358611874683463,0.22784769136395938,-0.13735723,-0.03935796,-0.123081625,0.39308667,-0.14747319,0.19837318,0.11753345,-0.06873602,0.08752851,-0.03386711,0.051829413,-0.17676908,0.11855234,-0.15368171,-0.02206873,0.08268964,0.0
2025-10-03,AAPL,-0.0061533600091934,-0.04885495539144814,0.0285099633038043,0.936826765537262,0.0346633233129978,0.08240055194703039,0.7863439765028042,0.1312555073384786,-0.17079265,0.024422301,-0.18935405,0.43254754,-0.045046084,0.17132398,0.111286186,-0.027854687,0.26637647,-0.091928646,0.09513569,0.01528707,-0.034315128,-0.09979382,0.030785786,0.13354728,0.0
2025-10-06,AAPL,-0.9329670472070576,-0.49091100129925286,0.011142392642796,0.0447482503950595,0.9441094398498536,0.04677147229491319,0.41554611344893183,0.5376824735941661,0.26435518,-0.002709456,-0.103815906,0.08054546,-0.08239105,0.029367972,0.14259848,0.0062699844,-0.13621767,-0.27871168,0.17988344,-0.07693409,0.0028204112,-0.06990103,-0.093859635,0.075693555,0.0
2025-10-09,AAPL,0.5222447663545609,0.015666882527653997,0.5443024635314941,0.4336398541927337,0.0220576971769332,0.29553696791320366,0.42459298382083277,0.27987008538554964,0.06835029,0.1406267,-0.29653135,0.2274373,0.015108721,0.07057362,0.16798684,-0.23291513,0.041825294,-0.07068959,0.08897319,0.013276264,0.048796006,0.056699988,0.045978155,-0.054643642,0.0
2025-10-10,AAPL,-0.7079574763774872,-0.3461452969249166,0.0213881433010101,0.2492662072181701,0.7293456196784973,0.15846255560710687,0.3369295955195014,0.5046078525320234,0.12340034,-0.079855934,-0.25291753,0.1879725,0.12361795,0.10282816,0.1376997,0.026260208,-0.051747993,-0.23524153,-0.059009336,0.26981947,-0.087872185,0.07292952,-0.004900246,0.05872406,0.0
2025-10-11,AAPL,0.040391894057393,-0.15287670143376178,0.0579648949205875,0.924462080001831,0.0175730008631944,0.10821372526384718,0.6306958377606662,0.2610904266976089,0.14141995,0.08888421,-0.11614215,0.41929522,-0.07395439,0.0522168,0.16677496,-0.029368153,-0.06795215,-0.15477704,0.26059014,-0.02787871,0.030999472,0.033087894,-0.06768898,-0.16859661,0.0
2025-10-12,AAPL,-0.3001745566725731,-0.22652562905316742,0.0307322908192873,0.6383608728647232,0.3309068474918604,0.06947300804156724,0.6345283553126947,0.2959986370947346,0.03865771999999999,-0.025327021499999998,-0.13171143,0.26332502999999996,-0.175135865,0.138192422,0.12456531,-0.016299159999999997,-0.013958828000000003,-0.076631,0.0858905767,-0.10951000999999999,0.0947043525,-0.03947376,-0.0666287715,-0.0027920500000000043,0.0
2025-10-13,AAPL,0.08261484497537212,-0.07195539203889764,0.0977175210913022,0.8871797919273376,0.015102676115930034,0.08359526456643472,0.7608540736200162,0.15555065660533232,-0.05083203333333333,-0.010779916366666665,-0.15075847666666667,0.29770354,0.011353073,0.07479664033333333,0.16862014666666666,-0.044475325,0.09981342,-0.04290646066666667,0.054004961666666663,0.03303610196666667,-0.0028626116666666673,-0.052601611,-0.046852957,-0.008384284,0.0
2025-10-14,AAPL,0.3772639650851488,0.15265428652312557,0.40701934788376093,0.5632252767682076,0.02975538279861205,0.24530730622509783,0.6620396751941119,0.09265301970197218,0.15879290000000001,0.055427486,-0.076528909,0.226796105,-0.05777598525,0.0307023325,0.23699098,-0.048771781,-0.0012552380000000057,-0.148860865,0.051943815,0.0188592645,0.070279892,-0.094531485,0.069444647,0.009075269,0.0
2025-10-15,AAPL,0.008236287782589597,0.08044528715285758,0.10455221869051452,0.7991318504015604,0.09631593090792494,0.17492976245780617,0.7305857627978362,0.09448447530494855,0.12102299866666666,0.05098768933333333,-0.14556376623333334,0.132229125,-0.063043068,0.056723898333333335,0.131180835,0.070121499,-0.020260752999999996,-0.11008721666666665,0.027185491666666662,-0.004663310666666667,-0.0021662944333333332,-0.06227644966666667,-0.04155666,0.055958966666666665,0.0
2025-10-16,AAPL,0.0493043474853038,0.0648748173190807,0.063009038567543,0.9232862591743468,0.0137046910822391,0.11896940051267459,0.8269360109860915,0.05409458319359382,0.17149802,-0.006315138,-0.01978666,0.2813536,-0.03422638,0.08113665,0.16204342,-0.09001401,-0.1074284,-0.09722803,0.21801774,-0.0011531156,-0.0672841,0.017751096,0.03241788,0.028178217,0.0
2025-10-17,AAPL,0.10283756069838995,0.08385618900873532,0.20873852819204325,0.685360476374626,0.10590096749365324,0.1638539643523589,0.7561482436803588,0.07999777534362354,-0.0725963125,0.036312237,-0.0647180415,0.29189734,-0.069749402,0.12962729,0.16332789,0.015115857000000003,0.09298012,-0.0356437005,-0.004956934999999996,-0.089004233,0.0008840415000000018,-0.049815873000000004,-0.105938735,0.024368582,1.0
2025-10-18,AAPL,0.2280417531728744,0.15594897109080486,0.3951086401939392,0.4378244578838348,0.1670668870210647,0.27948130227314905,0.5969863507820968,0.12353233118234412,-0.05673744,0.077959195,-0.12167887,0.20135298,-0.11673533,0.06646297,0.16920388,-0.16453828,0.08195485,-0.0010711432,-0.113537304,-0.19643594,0.010167174,-0.15774389,-0.049367603,0.07539545,0.8
2025-10-19,AAPL,0.917180236428976,0.5365646037598903,0.934169352054596,0.0488415174186229,0.0169891156256198,0.6068253271638725,0.32291393410035985,0.07026072340398196,-0.0122870505,-0.027954718,-0.023830118,0.32171357,-0.0072863973,0.10361203,0.20891806,-0.064630486,-0.053167704,-0.22101173,0.14545277,0.046667084,0.079452194,-0.22682872,0.02773882,-0.053019084,0.0
2025-10-20,AAPL,-0.8336497126147151,-0.14854255442741238,0.0146451415494084,0.13706002384424204,0.8482948541641235,0.31073523435664047,0.22998697897230094,0.45927778878405273,0.082379909,0.06274589900000001,-0.18271025000000002,0.1681259375,0.009398929999999993,0.0515930745,0.2002690425,0.021340703500000002,-0.11884167,-0.245922555,-0.059758602499999994,0.088485031,0.11700428000000002,-0.06716673865,-0.0678843375,0.0018628169999999993,0.0
2025-10-21,AAPL,0.17817121806244055,0.014814331817514084,0.28399480630954105,0.6101815924048424,0.10582358824710048,0.29736502033309076,0.42008428568857165,0.28255068851557663,0.057587172,0.013682731666666665,-0.10905414179999999,0.220804495,-0.08494122366666668,0.04592805143333333,0.19927442399999998,-0.06949411,0.012197944283333333,-0.13757453566666666,0.09791403828333334,0.002506705333333331,0.030356385833333333,-0.0344666625,-0.013469557666666665,-0.022391888208333335,1.0
2025-10-22,AAPL,-0.8894649436697364,-0.43732530592611113,0.0127742001786828,0.0849865823984146,0.9022391438484192,0.15506961025588678,0.2525354340434931,0.5923949161819979,-0.19758,-0.18796074,-0.051484484,0.30375218,0.03126845,0.12441188,0.05321703,-0.0038423853,-0.079262234,-0.13238071,-0.1258025,-0.19073547,0.2524385,-0.071072415,0.13683563,0.12970616,0.0
2025-10-23,AAPL,0.0305610764771699,-0.20338211472447063,0.0434264652431011,0.943708062171936,0.0128653887659311,0.09924803774949394,0.5981217481077146,0.3026301524739645,-0.10806595,0.080620185,-0.22359471,0.38294286,-0.007882195,0.043942757,0.15617907,-0.0731244,0.22089079,0.031372264,0.14440721,0.028291317,-0.09547613,-0.103614084,0.052201286,0.005375076,0.0
2025-10-25,AAPL,-0.003310652449727,-0.10334638358709881,0.0258326828479766,0.9450239539146424,0.0291433352977037,0.06254036029873528,0.7715728510111786,0.1658867438858341,-0.05723897,-0.0047335713,-0.1925168,0.41313723,0.0030714404,0.0929371,0.23512405,-0.16067277,0.05404947,-0.17230448,0.15989275,0.07403731,0.046084035,-0.05591141,0.16972311,-0.062642224,0.0
2025-10-26,AAPL,0.9105204064399004,0.4035870114264008,0.9196293354034424,0.0712617635726928,0.0091089289635419,0.49108484785108886,0.42141730729193566,0.087497836424688,0.011454827,0.14927627,-0.15344954,0.23605087,-0.11224762,0.047202725,0.21354432,0.11784429,0.14390597,-0.00032926418,0.065462664,-0.17829062,0.033944417,-0.013890378,-0.011212982,0.11144557,0.0
2025-10-28,AAPL,0.09997167531400915,0.25177934337020497,0.11882141605019565,0.8623288571834564,0.01884974073618645,0.3049531319506423,0.641873082237696,0.053173788580437226,-0.08891518749999999,0.168809235,-0.042029949999999996,0.191414655,-0.03977903,0.10621564,0.10799518,0.0252875324,0.14714982,-0.210514695,0.112930998,0.030930859999999998,0.13885978999999998,-0.21453361999999998,-0.024105962499999998,-0.0132846345,0.0
2025-10-30,AAPL,0.37093947082757955,0.31135940709889226,0.4299720604903996,0.5109953451901674,0.05903258966282007,0.3674625962205209,0.5764342137139318,0.05610318912162865,-0.151685645,-0.0593912405,-0.12148007450000001,0.2736340675,-0.0803549655,0.01506677925,0.1712417,-0.10699174424999999,0.17675686125,-0.1406283785,0.052393457,-0.010709613250000001,-0.00022605150000000115,-0.09695183874999999,0.092776367,-0.01324242825,1.0
2025-10-31,AAPL,-0.0247382428497076,0.14331058212459233,0.0226194243878126,0.930022954940796,0.0473576672375202,0.19504101030416676,0.7532285843273638,0.05173042817957442,0.13452479,0.010825728,-0.2247062,0.2725724,-0.09085166,0.021865185,0.13759708,-0.13975583,0.08399601,-0.294922,0.13827576,0.09926824,0.0044575627,-0.0043299836,0.22624183,-0.05946227,0.0
2025-11-03,AAPL,0.0428802762180566,0.09309542917132446,0.0599546059966087,0.9229710698127748,0.017074329778552,0.12749780815038772,0.8380998270700692,0.03440237897906321,-0.13831054,0.13982052,-0.3100078,0.26309034,-0.12302164,0.10868333,-0.07110909,0.013374476,0.25265387,-0.1258422,0.08247471,-0.069340155,0.17200711,-0.22618736,-0.043759767,0.012803095,0.0
2025-11-04,AAPL,0.0679351328872144,0.08051528102926943,0.08362126350402825,0.9006925821304321,0.01568613061681385,0.10555953582720798,0.8693962046002507,0.02504425479793853,-0.13816093,0.006243325000000001,-0.0534415545,0.27958552000000003,0.009183105,0.123815414,0.16344169,-0.052742353,0.143412335,0.015361365500000002,0.051925953000000004,-0.0354616925,0.13209453999999998,-0.018279626999999996,-0.0527688765,0.040111641,0.7
2025-11-05,AAPL,0.25498719559982413,0.16775123831454677,0.26482931151986117,0.7253285646438599,0.009842115920037,0.18519442367353456,0.7973623846220552,0.017443185358987763,-0.13792357315,0.016877305000000002,-0.21071305,0.227462725,0.016359198000000002,0.065212041,0.055758592499999995,0.04194581750000001,0.122040762,-0.1436722025,0.04913023000000001,-0.044758580000000006,-0.004058095000000001,-0.1406076,-0.059754829999999995,0.10228976199999999,1.0
2025-09-13,AMD,-0.899825694039464,-0.899825694039464,0.0232424717396497,0.0536893606185913,0.9230681657791138,0.0232424717396497,0.0536893606185913,0.9230681657791138,-0.29598922,0.35477012,-0.0022582246,0.014325579,-0.09347715,-0.012814154,-0.043544684,0.046904206,-0.08734416,-0.100752644,-0.010610005,-0.018532025,-0.15914397,0.06051113,-0.061080582,-0.007703445,0.0
2025-09-19,AMD,0.0222126394510269,-0.43880652729421854,0.0406792722642421,0.9408540725708008,0.0184666328132152,0.0319608720019459,0.49727171659469604,0.4707673992961645,-0.33879328,0.33895236,0.040554322,0.19187085,-0.3088002,0.07607906,-0.11800079,0.0017264303,0.0424294,0.080476776,0.06580547,0.11577322,-0.11669191,0.14212167,0.0058913166,-0.003240086,0.0
2025-10-06,AMD,0.4994049460881136,0.030299209396947524,0.5415187671103261,0.41636740721084853,0.04211382102221246,0.286739819556136,0.4568195619027723,0.2564406101591885,-0.22438051909090906,0.30352183272727273,0.03961734881818182,0.05740693209090909,-0.19780253636363634,0.008275137545454546,-0.11628367867636363,0.061457759499999993,-0.14200524372727272,0.03905836232727273,-0.1350415879090909,0.04004651062727273,-0.06273925454545454,-0.07734942728181818,0.006123079818181818,-0.020018890827272727,1.0
2025-10-07,AMD,0.292938781902194,0.16161899564957077,0.31305774620601107,0.6668233160993883,0.020118964303817027,0.2998987828810735,0.5618214390010803,0.13827978723150278,-0.2919676171428572,0.24456576142857142,0.10731041528571429,0.11868980618571427,-0.21336030857142857,0.021175691742857144,-0.09904906657142856,0.01622443292857143,-0.13855586142857143,0.09936014814285714,-0.11567056328571428,0.013112376571428571,-0.0985043172857143,-0.04801851085714286,0.02715855731142857,0.0038204864285714306,1.0
2025-10-08,AMD,0.6840286437422037,0.4228238196958872,0.7214235901832581,0.2411814570426941,0.0373949464410543,0.5106611865321657,0.4015014480218872,0.08783736683627855,-0.298043068,0.135443548,0.09706343955999999,0.0633374314,-0.20124781399999997,0.00993311214,-0.0880318292,0.010415909400000001,-0.16266119880000002,0.06213842154,-0.205297458,-0.0852872462,-0.007230880000000006,-0.0857748584,0.0137291942,-0.078941816,1.0
2025-10-09,AMD,-0.2827295434350769,0.07004713813040517,0.04811316976944604,0.6210440987100204,0.33084271320452285,0.2793871781508059,0.5112727733659538,0.2093400400204007,-0.31368777999999997,0.172208909,0.06261992666666667,0.15343502,-0.26871201,0.062485710800000004,-0.07389371666666666,-0.0065999831999999994,-0.100357407,0.09276580233333333,-0.016106194833333334,0.09638297933333334,-0.0376914995,0.13372831500000001,0.052541981999999994,0.06385447,0.7
2025-10-10,AMD,0.470653111115098,0.2703501246227516,0.5033773481845856,0.4638983681797981,0.03272423706948755,0.39138226316769575,0.48758557077287595,0.12103213854494412,-0.181971492,0.290654225,-0.09032868,0.1095428815,-0.19275629,-0.010469447999999996,-0.0012442229999999957,-0.0433794815,0.057063881000000004,0.12729889900000002,-0.10822636499999999,-0.12258645,-0.27037676,0.054302735,-0.0518169205,0.01712702,0.8
