date,ticker,p_pos,p_neu,p_neg
2025-08-11,AAPL,0.9475544095039368,0.03614097461104393,0.016304584220051765
2025-08-11,AAPL,0.025003964081406593,0.4693617820739746,0.5056342482566833
2025-08-12,AAPL,0.8683367371559143,0.08697474747896194,0.04468843713402748
2025-08-12,AAPL,0.03072279877960682,0.7675938606262207,0.2016833871603012
2025-08-14,AAPL,0.38584768772125244,0.27915647625923157,0.3349957764148712
2025-08-14,AAPL,0.012172361835837364,0.05936454236507416,0.9284630417823792
2025-08-14,AAPL,0.05993468314409256,0.9233430624008179,0.016722245141863823
2025-08-15,AAPL,0.04360784962773323,0.8342590928077698,0.12213300168514252
2025-08-16,AAPL,0.03606153652071953,0.934678316116333,0.02926013618707657
2025-08-16,AAPL,0.24514052271842957,0.7363924980163574,0.018466969951987267
2025-08-17,AAPL,0.053255222737789154,0.9247137308120728,0.02203110046684742
2025-08-18,AAPL,0.03378685936331749,0.9250566363334656,0.04115651920437813
2025-08-19,AAPL,0.024528222158551216,0.9540834426879883,0.021388376131653786
2025-08-20,AAPL,0.044233519583940506,0.6854609251022339,0.2703055441379547
2025-08-21,AAPL,0.9160314798355103,0.06719539314508438,0.01677311211824417
2025-08-21,AAPL,0.01766260899603367,0.1539190262556076,0.8284184336662292
2025-08-23,AAPL,0.037731148302555084,0.9378957152366638,0.024373114109039307
2025-08-23,AAPL,0.03671097755432129,0.9384620189666748,0.024827029556035995
2025-08-24,AAPL,0.08542057126760483,0.8743532299995422,0.040226150304079056
2025-08-26,AAPL,0.04734884575009346,0.9348773956298828,0.01777379959821701
2025-08-29,AAPL,0.45626261830329895,0.5290784239768982,0.014659016393125057
2025-08-30,AAPL,0.03648316115140915,0.3030093014240265,0.6605075597763062
2025-09-01,AAPL,0.0673024132847786,0.9173460006713867,0.015351654030382633
2025-09-02,AAPL,0.036095596849918365,0.9345462918281555,0.029358113184571266
2025-09-03,AAPL,0.04638531431555748,0.9359151124954224,0.017699595540761948
2025-09-03,AAPL,0.2592853009700775,0.7326529622077942,0.008061796426773071
2025-09-05,AAPL,0.6393121480941772,0.35063567757606506,0.010052225552499294
2025-09-05,AAPL,0.9402397274971008,0.03986435756087303,0.0198958832770586
2025-09-06,AAPL,0.2304588109254837,0.7562496662139893,0.013291493058204651
2025-09-08,AAPL,0.03727439045906067,0.9351809620857239,0.02754458598792553
2025-09-09,AAPL,0.531723141670227,0.45767590403556824,0.010601012036204338
2025-09-09,AAPL,0.22769857943058014,0.7618885636329651,0.010412857867777348
2025-09-09,AAPL,0.04060656949877739,0.9341862797737122,0.02520713396370411
2025-09-09,AAPL,0.05203550308942795,0.9316334128379822,0.016331100836396217
2025-09-09,AAPL,0.05473043769598007,0.928555428981781,0.016714131459593773
2025-09-12,AAPL,0.025522446259856224,0.9460739493370056,0.028403636068105698
2025-09-12,AAPL,0.027897227555513382,0.9500302076339722,0.022072521969676018
2025-09-12,AAPL,0.017178231850266457,0.5365986824035645,0.44622308015823364
2025-09-13,AAPL,0.0610671266913414,0.8981903791427612,0.04074250906705856
2025-09-13,AAPL,0.06846997886896133,0.8724660873413086,0.059063881635665894
2025-09-16,AAPL,0.0754416286945343,0.9098654389381409,0.014692909084260464
2025-09-17,AAPL,0.051798105239868164,0.9324897527694702,0.015712177380919456
2025-09-18,AAPL,0.03735240548849106,0.386952668428421,0.5756949782371521
2025-09-22,AAPL,0.06267910450696945,0.9218521118164062,0.015468800440430641
2025-09-22,AAPL,0.5368325114250183,0.35358837246894836,0.1095791831612587
2025-09-22,AAPL,0.14822596311569214,0.8411317467689514,0.01064226496964693
2025-09-23,AAPL,0.4402388036251068,0.5460453033447266,0.013715910725295544
2025-09-23,AAPL,0.053415004163980484,0.9292933344841003,0.017291711643338203
2025-09-24,AAPL,0.8223370313644409,0.1623428612947464,0.01532013714313507
2025-09-25,AAPL,0.14308077096939087,0.8478522896766663,0.009066983126103878
2025-09-26,AAPL,0.41719090938568115,0.5722624063491821,0.010546686127781868
2025-09-29,AAPL,0.8894502520561218,0.045928746461868286,0.06462109088897705
2025-09-29,AAPL,0.03708131983876228,0.3801809549331665,0.5827377438545227
2025-09-30,AAPL,0.01031319797039032,0.06005406752228737,0.9296327233314514
2025-09-30,AAPL,0.05870908871293068,0.9242506623268127,0.017040301114320755
2025-10-03,AAPL,0.02850997820496559,0.936826765537262,0.034663259983062744
2025-10-06,AAPL,0.011142407543957233,0.04474819079041481,0.9441093802452087
2025-10-10,AAPL,0.021388160064816475,0.24926653504371643,0.7293453216552734
2025-10-10,AAPL,0.5929064750671387,0.39690935611724854,0.010184128768742085
2025-10-11,AAPL,0.05796501040458679,0.9244620203971863,0.01757296361029148
2025-10-12,AAPL,0.018893038854002953,0.33983114361763,0.6412757635116577
2025-10-12,AAPL,0.04257166013121605,0.9368901252746582,0.020538197830319405
2025-10-13,AAPL,0.17349687218666077,0.811514675617218,0.01498838048428297
2025-10-13,AAPL,0.06275809556245804,0.9231334924697876,0.014108458533883095
2025-10-13,AAPL,0.05689828842878342,0.9268905520439148,0.016211139038205147
2025-10-14,AAPL,0.7924442291259766,0.19749709963798523,0.01005859300494194
2025-10-14,AAPL,0.021594703197479248,0.9289535880088806,0.04945172369480133
2025-10-14,AAPL,0.13562852144241333,0.8542107939720154,0.010160661302506924
2025-10-15,AAPL,0.4519693851470947,0.5375324487686157,0.010498184710741043
2025-10-15,AAPL,0.24346405267715454,0.7412680387496948,0.015267886221408844
2025-10-15,AAPL,0.01697288081049919,0.7256971597671509,0.25732994079589844
2025-10-17,AAPL,0.3431852459907532,0.456306129693985,0.20050859451293945
2025-10-17,AAPL,0.3410528302192688,0.6473415493965149,0.011605623178184032
2025-10-17,AAPL,0.07429172098636627,0.9144157767295837,0.011292464099824429
2025-10-19,AAPL,0.9341694116592407,0.04884150251746178,0.016989117488265038
2025-10-20,AAPL,0.23777484893798828,0.7420002818107605,0.02022482268512249
2025-10-20,AAPL,0.7831601500511169,0.18688754737377167,0.029952282086014748
2025-10-21,AAPL,0.7043170928955078,0.15830466151237488,0.1373782604932785
2025-10-21,AAPL,0.14264878630638123,0.8318814635276794,0.025469690561294556
2025-10-21,AAPL,0.0472269169986248,0.935177743434906,0.017595354467630386
2025-10-21,AAPL,0.02959616854786873,0.761458694934845,0.208945170044899
2025-10-21,AAPL,0.720533549785614,0.25895652174949646,0.020509904250502586
2025-10-21,AAPL,0.0335150808095932,0.9399414658546448,0.02654348500072956
2025-10-22,AAPL,0.01277422346174717,0.08498678356409073,0.9022389054298401
2025-10-25,AAPL,0.02583269774913788,0.9450240731239319,0.029143305495381355
2025-10-26,AAPL,0.9196293354034424,0.07126171886920929,0.009108920581638813
2025-10-28,AAPL,0.05046776309609413,0.9310915470123291,0.01844066008925438
2025-10-30,AAPL,0.9422221779823303,0.0439399853348732,0.013837845996022224
2025-10-30,AAPL,0.021681837737560272,0.9411945343017578,0.0371236689388752
2025-10-30,AAPL,0.02484911121428013,0.9322915077209473,0.042859431356191635
2025-10-30,AAPL,0.7311369776725769,0.12655462324619293,0.14230845868587494
2025-10-31,AAPL,0.02261941507458687,0.9300229549407959,0.047357626259326935
2025-11-03,AAPL,0.059954676777124405,0.9229710698127747,0.017074313014745712
2025-09-13,AMD,0.023242488503456116,0.05368941277265549,0.9230680465698242
2025-09-19,AMD,0.04067927971482277,0.9408540725708008,0.018466610461473465
2025-10-07,AMD,0.05694766715168953,0.9253467917442322,0.017705585807561874
2025-10-08,AMD,0.8546505570411682,0.08370617032051086,0.06164330989122391
2025-10-08,AMD,0.7319495677947998,0.21350093185901642,0.054549530148506165
2025-10-08,AMD,0.17697739601135254,0.8016626834869385,0.021359868347644806
2025-10-08,AMD,0.9377776980400085,0.043630603700876236,0.018591709434986115
2025-10-08,AMD,0.9057647585868835,0.06340572983026505,0.03082946129143238
2025-10-08,AMD,0.07588256150484085,0.9140552878379822,0.010062172077596188
2025-10-09,AMD,0.0217607244849205,0.027214881032705307,0.9510242938995361
2025-10-09,AMD,0.050508346408605576,0.9361804127693176,0.013311206363141537
2025-10-09,AMD,0.07207054644823074,0.8997370004653931,0.02819247730076313
2025-10-09,AMD,0.1743904948234558,0.7746659517288208,0.050943609327077866
2025-10-10,AMD,0.06767228990793228,0.8948079347610474,0.03751979395747185
2025-10-10,AMD,0.9390825033187866,0.03298899903893471,0.027928531169891357
2025-10-11,AMD,0.0845426395535469,0.9017698764801025,0.013687496073544025
2025-10-11,AMD,0.05546951666474342,0.926773726940155,0.017756717279553413
2025-10-12,AMD,0.077895388007164,0.5394226908683777,0.3826819062232971
2025-10-14,AMD,0.06575950235128403,0.9207843542098999,0.01345616951584816
2025-10-14,AMD,0.38867056369781494,0.6032699346542358,0.008059553802013397
2025-10-14,AMD,0.8510845899581909,0.13339506089687347,0.015520316548645496
2025-10-14,AMD,0.08413850516080856,0.901901364326477,0.013960077427327633
2025-10-14,AMD,0.5080186724662781,0.47977033257484436,0.012210972607135773
2025-10-14,AMD,0.12791742384433746,0.8619037866592407,0.010178803466260433
2025-10-14,AMD,0.6167866587638855,0.36428165435791016,0.01893165335059166
2025-10-14,AMD,0.22712373733520508,0.7626456618309021,0.01023058407008648
2025-10-14,AMD,0.887890100479126,0.0994621142745018,0.012647847644984722
2025-10-15,AMD,0.06648162007331848,0.8244293332099915,0.10908909142017365
2025-10-15,AMD,0.9380021691322327,0.04179873690009117,0.020199023187160492
2025-10-15,AMD,0.03412970155477524,0.9000683426856995,0.06580197066068649
2025-10-15,AMD,0.04388298839330673,0.9217724800109863,0.03434452787041664
2025-10-15,AMD,0.06538353860378265,0.9195833206176758,0.01503311563283205
2025-10-15,AMD,0.6127371191978455,0.35506922006607056,0.032193660736083984
2025-10-15,AMD,0.05416053533554077,0.9269839525222778,0.018855523318052292
2025-10-16,AMD,0.29693642258644104,0.6949487328529358,0.008114861324429512
2025-10-16,AMD,0.03649146109819412,0.05073165521025658,0.9127769470214844
2025-10-16,AMD,0.768572986125946,0.18841731548309326,0.043009720742702484
2025-10-16,AMD,0.05931917950510979,0.9289161562919617,0.011764670722186565
2025-10-16,AMD,0.470894992351532,0.42689016461372375,0.10221479833126068
2025-10-16,AMD,0.08047477155923843,0.8907057642936707,0.028819425031542778
2025-10-16,AMD,0.029681632295250893,0.9455103874206543,0.024807941168546677
2025-10-17,AMD,0.2362646609544754,0.749881386756897,0.013853944838047028
2025-10-17,AMD,0.8620579838752747,0.09359186887741089,0.04435008764266968
2025-10-18,AMD,0.94782954454422,0.021221637725830078,0.030948806554079056
2025-10-19,AMD,0.04742608964443207,0.9277750253677368,0.02479884773492813
2025-10-20,AMD,0.8729841113090515,0.1093127653002739,0.017703182995319366
2025-10-21,AMD,0.008814978413283825,0.03729832172393799,0.9538867473602295
2025-10-21,AMD,0.16332587599754333,0.8203302621841431,0.01634380593895912
2025-10-22,AMD,0.06539967656135559,0.9216309189796448,0.01296939142048359
2025-10-22,AMD,0.04597713425755501,0.12077357620000839,0.8332492709159851
2025-10-22,AMD,0.15240085124969482,0.8392530679702759,0.008346045389771461
2025-10-23,AMD,0.03361886367201805,0.18389350175857544,0.7824876308441162
2025-10-23,AMD,0.09274560213088989,0.815940797328949,0.09131360799074173
2025-10-23,AMD,0.5852104425430298,0.38805845379829407,0.026731058955192566
2025-10-23,AMD,0.09931115806102753,0.8061837553977966,0.09450507909059525
2025-10-23,AMD,0.7851040363311768,0.19853277504444122,0.016363155096769333
