date,ticker,sent_score
2025-08-11,AAPL,0.9312498401850462
2025-08-11,AAPL,-0.4806301724165678
2025-08-12,AAPL,0.823648352175951
2025-08-12,AAPL,-0.17096034809947014
2025-08-14,AAPL,0.05085068941116333
2025-08-14,AAPL,-0.9162906790152192
2025-08-14,AAPL,0.04321243800222874
2025-08-15,AAPL,-0.07852520793676376
2025-08-15,AAPL,0.11400230508297682
2025-08-16,AAPL,0.006801402196288109
2025-08-16,AAPL,0.22667443752288818
2025-08-17,AAPL,0.03122418373823166
2025-08-18,AAPL,-0.00736960768699646
2025-08-19,AAPL,0.003139810636639595
2025-08-20,AAPL,-0.2260715514421463
2025-08-21,AAPL,0.8603031998500228
2025-08-23,AAPL,0.013358049094676971
2025-08-23,AAPL,0.011883936822414398
2025-08-24,AAPL,0.045194368809461594
2025-08-26,AAPL,0.029575014486908913
2025-08-29,AAPL,0.4416060158982873
2025-08-30,AAPL,-0.6240237466990948
2025-09-01,AAPL,0.051950751803815365
2025-09-02,AAPL,0.006737448275089264
2025-09-03,AAPL,0.02868572250008583
2025-09-03,AAPL,0.2512239757925272
2025-09-05,AAPL,0.6292596245184541
2025-09-05,AAPL,0.9203438498079777
2025-09-06,AAPL,0.2171683069318533
2025-09-08,AAPL,-0.9019323522225022
2025-09-09,AAPL,0.5211215997114778
2025-09-09,AAPL,0.21728576719760895
2025-09-09,AAPL,0.015399428084492683
2025-09-09,AAPL,0.03570438735187054
2025-09-09,AAPL,0.038016302511096
2025-09-12,AAPL,0.005824768915772438
2025-09-12,AAPL,-0.4290449395775795
2025-09-12,AAPL,0.05136917717754841
2025-09-13,AAPL,0.00940636545419693
2025-09-16,AAPL,0.06074883881956339
2025-09-16,AAPL,0.05849630385637283
2025-09-17,AAPL,0.036085955798625946
2025-09-18,AAPL,-0.5383406728506088
2025-09-18,AAPL,-0.4591597020626068
2025-09-19,AAPL,0.03570050373673439
2025-09-22,AAPL,0.047210222110152245
2025-09-22,AAPL,0.4272533804178238
2025-09-22,AAPL,0.1375838639214635
2025-09-23,AAPL,0.4265220882371068
2025-09-23,AAPL,0.03612312860786915
2025-09-24,AAPL,0.8070178590714931
2025-09-25,AAPL,-0.900248316116631
2025-09-29,AAPL,0.824829064309597
2025-09-29,AAPL,-0.545656606554985
2025-09-30,AAPL,-0.9193195253610611
2025-09-30,AAPL,0.04166884534060955
2025-10-01,AAPL,0.05398145131766796
2025-10-03,AAPL,-0.006153266876935959
2025-10-06,AAPL,-0.9329669727012515
2025-10-07,AAPL,0.09522413089871407
2025-10-09,AAPL,0.5222438648343086
2025-10-09,AAPL,-0.9372316477820277
2025-10-10,AAPL,-0.7079569175839424
2025-10-11,AAPL,0.04039211384952068
2025-10-12,AAPL,-0.6223818175494671
2025-10-12,AAPL,0.022033464163541794
2025-10-13,AAPL,0.15850867051631212
2025-10-14,AAPL,0.7823861809447408
2025-10-14,AAPL,-0.027857154607772827
2025-10-15,AAPL,0.22819486632943153
2025-10-15,AAPL,-0.24035754054784775
2025-10-15,AAPL,0.03687261417508125
2025-10-17,AAPL,0.14267563819885254
2025-10-17,AAPL,0.32944805826991796
